"spp","branch","age","temp","duration","treatment","EC.control","survival.control","EC.treatment","survival.treatment","survival_final","groupVar","season"
"PSME",43,"n","55",380,"55_380_n",6.52812127142638,93.4718787285736,57.8095929794194,42.1904070205806,13.4959085915727,"55_n","autumn"
"PSME",44,"n","55",380,"55_380_n",5.27546306910458,94.7245369308954,81.803874119648,18.196125880352,-27.3847226212581,"55_n","autumn"
"PSME",45,"n","55",380,"55_380_n",9.63674594444274,90.3632540555573,58.9875567255163,41.0124432744837,13.8888140296854,"55_n","autumn"
"PSME",79,"n","55",500,"55_500_n",10.1530957510162,89.8469042489838,62.3256345758061,37.6743654241939,8.44206403893194,"55_n","autumn"
"PSME",80,"n","55",500,"55_500_n",10.3266295820853,89.6733704179147,56.0009808742892,43.9990191257108,19.6906640332827,"55_n","autumn"
"PSME",81,"n","55",500,"55_500_n",7.83284742468416,92.1671525753158,73.6965644220895,26.3034355779105,-12.6749064541434,"55_n","autumn"
"PSME",1002,"n","55",0,"55_0_n",0,100,0,100,100,"55_n","autumn"
"PSME",31,"o","55",160,"55_160_o",10.0152841049972,89.9847158950028,23.5111110441267,76.4888889558733,73.5323770403547,"55_o","autumn"
"PSME",32,"o","55",160,"55_160_o",7.9262996651114,92.0737003348886,11.6580348178655,88.3419651821345,92.8474746629436,"55_o","autumn"
"PSME",33,"o","55",160,"55_160_o",8.60637833114897,91.393621668851,12.189644960757,87.810355039243,93.0809347508069,"55_o","autumn"
"PSME",34,"o","55",50,"55_50_o",9.92381659068007,90.0761834093199,14.5574644083834,85.4425355916166,90.9218525153107,"55_o","autumn"
"PSME",35,"o","55",50,"55_50_o",9.32285566755316,90.6771443324468,11.5353018631325,88.4646981368675,95.6941482606541,"55_o","autumn"
"PSME",36,"o","55",50,"55_50_o",9.40594398285798,90.594056017142,8.33518618158868,91.6648138184113,102.085814738209,"55_o","autumn"
"PSME",37,"o","55",25,"55_25_o",10.7218153615984,89.2781846384016,9.07904620878714,90.9209537912129,103.247247394834,"55_o","autumn"
"PSME",38,"o","55",25,"55_25_o",7.74087861283509,92.2591213871649,11.7248100532467,88.2751899467533,92.3794427467362,"55_o","autumn"
"PSME",39,"o","55",25,"55_25_o",10.2640719255655,89.7359280744345,10.1627314175918,89.8372685824082,100.199297066715,"55_o","autumn"
"PSME",40,"o","55",10,"55_10_o",9.1533180778032,90.8466819221968,11.32808803011,88.6719119698899,95.7753722952697,"55_o","autumn"
"PSME",41,"o","55",10,"55_10_o",9.06844884486889,90.9315511551311,8.63302243620884,91.3669775637912,100.845053791377,"55_o","autumn"
"PSME",42,"o","55",10,"55_10_o",8.79865793696018,91.2013420630398,9.66666666666667,90.3333333333333,98.320395411528,"55_o","autumn"
"PSME",43,"o","55",380,"55_380_o",9.76863991143596,90.231360088564,72.4477545807445,27.5522454192555,-22.5884456413077,"55_o","autumn"
"PSME",44,"o","55",380,"55_380_o",6.86821979166291,93.1317802083371,65.3112648778387,34.6887351221613,-10.7437231482723,"55_o","autumn"
"PSME",45,"o","55",380,"55_380_o",10.669926009603,89.330073990397,44.4165111268595,55.5834888731405,33.3321687895801,"55_o","autumn"
"PSME",79,"o","55",500,"55_500_o",11.0271115745568,88.9728884254432,56.0608295624724,43.9391704375276,10.6767939492496,"55_o","autumn"
"PSME",80,"o","55",500,"55_500_o",9.70052254774898,90.299477452251,39.4587982991482,60.5412017008518,41.8423679721975,"55_o","autumn"
"PSME",81,"o","55",500,"55_500_o",11.0102156640182,88.9897843359818,61.0655670108032,38.9344329891968,0.735365354057907,"55_o","autumn"
"PSME",1002,"o","55",0,"55_0_o",0,100,0,100,100,"55_o","autumn"
"PSME",46,"n","50",1375,"50_1375_n",5.61723472666312,94.3827652733369,55.5288883880747,44.4711116119253,4.77123149779273,"50_n","autumn"
"PSME",47,"n","50",1375,"50_1375_n",5.79732051074508,94.2026794892549,61.7141348073965,38.2858651926035,-6.89024466437594,"50_n","autumn"
"PSME",48,"n","50",1375,"50_1375_n",5.57793163316467,94.4220683668353,43.4424922249544,56.5575077750456,27.7865127321096,"50_n","autumn"
"PSME",49,"n","50",500,"50_500_n",5.41810515491769,94.5818948450823,11.8397370418185,88.1602629581815,87.77366468289,"50_n","autumn"
"PSME",50,"n","50",500,"50_500_n",6.19615502845608,93.8038449715439,10.040470365387,89.9595296346129,92.6199845606212,"50_n","autumn"
"PSME",51,"n","50",500,"50_500_n",5.8352795173195,94.1647204826805,10.0237232657637,89.9762767342363,91.9901686495805,"50_n","autumn"
"PSME",52,"n","50",250,"50_250_n",9.73063564065781,90.2693643593422,12.6876036829961,87.3123963170039,94.1011798794948,"50_n","autumn"
"PSME",53,"n","50",250,"50_250_n",6.36133601616168,93.6386639838383,9.28541844184156,90.7145815581584,94.3766733936383,"50_n","autumn"
"PSME",54,"n","50",250,"50_250_n",6.69435351411087,93.3056464858891,9.0678750895845,90.9321249104155,95.4191701157686,"50_n","autumn"
"PSME",55,"n","50",250,"50_250_n",5.55115371425772,94.4488462857423,6.77868885430686,93.2213111456931,97.6595671648815,"50_n","autumn"
"PSME",56,"n","50",100,"50_100_n",6.79939446735481,93.2006055326452,8.07022486979505,91.9297751302049,97.5445688085061,"50_n","autumn"
"PSME",57,"n","50",100,"50_100_n",7.28808253049288,92.7119174695071,10.2510940450359,89.7489059549641,94.2448495370575,"50_n","autumn"
"PSME",82,"n","50",750,"50_750_n",8.20458233205726,91.7954176679427,18.2582021872499,81.7417978127501,80.2775726954912,"50_n","autumn"
"PSME",83,"n","50",750,"50_750_n",7.97015831013419,92.0298416898658,20.239641448969,79.760358551031,75.9919714113087,"50_n","autumn"
"PSME",84,"n","50",750,"50_750_n",4.78420722220271,95.2157927777973,33.2956762829491,66.7043237170509,46.0775627574351,"50_n","autumn"
"PSME",85,"n","50",2250,"50_2250_n",9.64080861356204,90.359191386438,64.2281541173508,35.7718458826492,-8.78738723157503,"50_n","autumn"
"PSME",86,"n","50",2250,"50_2250_n",9.76030814432838,90.2396918556716,51.2460715675969,48.7539284324031,17.2133347233377,"50_n","autumn"
"PSME",87,"n","50",2250,"50_2250_n",10.0738928096914,89.9261071903086,64.2191116341535,35.7808883658465,-8.42594749176271,"50_n","autumn"
"PSME",1001,"n","50",0,"50_0_n",0,100,0,100,100,"50_n","autumn"
"PSME",46,"o","50",1375,"50_1375_o",7.5972735646886,92.4027264353114,23.06468736734,76.93531263266,64.3902046088394,"50_o","autumn"
"PSME",47,"o","50",1375,"50_1375_o",8.45308464191629,91.5469153580837,43.6122275033321,56.3877724966679,18.2982943864619,"50_o","autumn"
"PSME",48,"o","50",1375,"50_1375_o",7.12771097798144,92.8722890220186,38.6415220396049,61.3584779603951,27.8142726663554,"50_o","autumn"
"PSME",49,"o","50",500,"50_500_o",8.34268992359056,91.6573100764094,7.52464139249218,92.4753586075078,101.898665771308,"50_o","autumn"
"PSME",50,"o","50",500,"50_500_o",6.46843834287982,93.5315616571202,10.4588599414789,89.5411400585211,90.9239442189231,"50_o","autumn"
"PSME",51,"o","50",500,"50_500_o",6.11799658184672,93.8820034181533,10.1189793462059,89.8810206537941,90.9338919372646,"50_o","autumn"
"PSME",52,"o","50",250,"50_250_o",9.62743626693272,90.3725637330673,9.67572386396827,90.3242761360317,99.8863326982713,"50_o","autumn"
"PSME",53,"o","50",250,"50_250_o",8.12435638441876,91.8756436155812,10.3282295031491,89.6717704968509,94.8970330826317,"50_o","autumn"
"PSME",54,"o","50",250,"50_250_o",7.87163256794942,92.1283674320506,9.15674130585514,90.8432586941449,97.0325523864869,"50_o","autumn"
"PSME",55,"o","50",250,"50_250_o",8.61651205042242,91.3834879495776,8.86541111144604,91.134588888554,99.4205818602512,"50_o","autumn"
"PSME",56,"o","50",100,"50_100_o",9.40187519743559,90.5981248025644,11.6970929812671,88.3029070187329,94.6105896625997,"50_o","autumn"
"PSME",57,"o","50",100,"50_100_o",7.56948987924065,92.4305101207594,9.83355104930839,90.1664489506916,94.7891404694414,"50_o","autumn"
"PSME",82,"o","50",750,"50_750_o",9.08376261430217,90.9162373856978,13.8192824934191,86.1807175065809,88.9194129567005,"50_o","autumn"
"PSME",83,"o","50",750,"50_750_o",9.40441028572639,90.5955897142736,10.9657568107591,89.0342431892409,96.3336932004124,"50_o","autumn"
"PSME",84,"o","50",750,"50_750_o",6.26439782171125,93.7356021782888,16.0850878429961,83.9149121570039,77.7118516854668,"50_o","autumn"
"PSME",85,"o","50",2250,"50_2250_o",7.80923427702831,92.1907657229717,49.8923201766372,50.1076798233628,2.89161847179932,"50_o","autumn"
"PSME",86,"o","50",2250,"50_2250_o",7.55891563883237,92.4410843611676,47.6480104881505,52.3519895118495,7.74332909903901,"50_o","autumn"
"PSME",87,"o","50",2250,"50_2250_o",13.214047212361,86.785952787639,58.3481912565501,41.6518087434499,-10.6349475708383,"50_o","autumn"
"PSME",1001,"o","50",0,"50_0_o",0,100,0,100,100,"50_o","autumn"
"PSME",58,"n","45",10200,"45_10200_n",9.00872250653233,90.9912774934677,50.1243164374161,49.8756835625839,18.4230283668359,"45_n","autumn"
"PSME",59,"n","45",10200,"45_10200_n",6.4889081910883,93.5110918089117,64.4299139649405,35.5700860350595,-11.0723061893178,"45_n","autumn"
"PSME",60,"n","45",10200,"45_10200_n",7.32471999633468,92.6752800036653,62.7862466299035,37.2137533700965,-7.35072217751808,"45_n","autumn"
"PSME",61,"n","45",500,"45_500_n",6.23931029807206,93.7606897019279,6.85756979351985,93.1424302064802,96.7127120835673,"45_n","autumn"
"PSME",62,"n","45",500,"45_500_n",7.58422206879841,92.4157779312016,7.78118138188024,92.2188186181198,97.4973839873495,"45_n","autumn"
"PSME",63,"n","45",500,"45_500_n",12.0875535334562,87.9124464665438,8.12867154173829,91.8713284582617,105.789903929083,"45_n","autumn"
"PSME",64,"n","45",4750,"45_4750_n",5.75018070269088,94.2498192973091,19.6694347160166,80.3305652839834,71.9053643914844,"45_n","autumn"
"PSME",65,"n","45",4750,"45_4750_n",7.36047620958574,92.6395237904143,41.2746066984397,58.7253933015603,33.5046383834885,"45_n","autumn"
"PSME",66,"n","45",4750,"45_4750_n",8.20325779681251,91.7967422031875,49.8832934459043,50.1167065540957,18.0390292888191,"45_n","autumn"
"PSME",67,"n","45",6000,"45_6000_n",6.30187519213034,93.6981248078697,33.2659333834422,66.7340666165578,47.2737505697508,"45_n","autumn"
"PSME",68,"n","45",6000,"45_6000_n",7.32008377800794,92.6799162219921,52.1912178141909,47.8087821858091,12.7458626924979,"45_n","autumn"
"PSME",69,"n","45",6000,"45_6000_n",7.61620662970727,92.3837933702927,53.7565999161876,46.2434000838124,10.0573383640605,"45_n","autumn"
"PSME",70,"n","45",3500,"45_3500_n",7.47144862203495,92.528551377965,22.0992436819775,77.9007563180225,70.0759250981762,"45_n","autumn"
"PSME",71,"n","45",3500,"45_3500_n",6.47128830705147,93.5287116929485,13.5641575044481,86.4358424955519,84.5381512701092,"45_n","autumn"
"PSME",72,"n","45",3500,"45_3500_n",7.37591001776031,92.6240899822397,8.6250995714084,91.3749004285916,95.500809044778,"45_n","autumn"
"PSME",73,"n","45",1000,"45_1000_n",8.22573093425707,91.7742690657429,6.81862397957992,93.1813760204201,100.567912386074,"45_n","autumn"
"PSME",74,"n","45",1000,"45_1000_n",11.6219959522098,88.3780040477902,9.58872761834017,90.4112723816598,101.917239687569,"45_n","autumn"
"PSME",75,"n","45",1000,"45_1000_n",7.62590675169045,92.3740932483095,8.16229289379391,91.8377071062061,96.8511471614603,"45_n","autumn"
"PSME",76,"n","45",2250,"45_2250_n",8.20226533469952,91.7977346653005,9.88692353923965,90.1130764607604,94.6453841649328,"45_n","autumn"
"PSME",77,"n","45",2250,"45_2250_n",6.71492638566526,93.2850736143347,11.1800322693315,88.8199677306685,89.4561873758684,"45_n","autumn"
"PSME",78,"n","45",2250,"45_2250_n",9.11447444686363,90.8855255531364,9.18191105832201,90.818088941678,97.7416470974326,"45_n","autumn"
"PSME",1000,"n","45",0,"45_0_n",0,100,0,100,97.8721088132965,"45_n","autumn"
"PSME",58,"o","45",10200,"45_10200_o",7.83323379482576,92.1667662051742,68.0717258859097,31.9282741140903,-11.4652637209447,"45_o","autumn"
"PSME",59,"o","45",10200,"45_10200_o",7.18753591250541,92.8124640874946,54.2339201967692,45.7660798032308,13.3725540025658,"45_o","autumn"
"PSME",60,"o","45",10200,"45_10200_o",11.0161641626555,88.9838358373445,64.1515400977545,35.8484599022455,-1.90729028162117,"45_o","autumn"
"PSME",61,"o","45",500,"45_500_o",8.05311262119814,91.9468873788019,10.1577887623368,89.8422112376632,95.3287518626741,"45_o","autumn"
"PSME",62,"o","45",500,"45_500_o",9.08431421482875,90.9156857851712,8.94451558234326,91.0554844176567,99.4650748239197,"45_o","autumn"
"PSME",63,"o","45",500,"45_500_o",10.4153006425844,89.5846993574156,8.59900177306321,91.4009982269368,102.637779628502,"45_o","autumn"
"PSME",64,"o","45",4750,"45_4750_o",7.13429876144223,92.8657012385578,61.7308915576798,38.2691084423202,-0.345061163919919,"45_o","autumn"
"PSME",65,"o","45",4750,"45_4750_o",6.90809861000661,93.0919013899934,33.8948601967205,66.1051398032795,50.117429613602,"45_o","autumn"
"PSME",66,"o","45",4750,"45_4750_o",9.43253880169746,90.5674611983025,41.3331087469791,58.6668912530209,39.5621415966089,"45_o","autumn"
"PSME",67,"o","45",6000,"45_6000_o",7.40350412345934,92.5964958765407,48.7939474837481,51.2060525162519,23.5152156107345,"45_o","autumn"
"PSME",68,"o","45",6000,"45_6000_o",10.7083724940881,89.2916275059119,71.7060328544278,28.2939671455722,-16.4684239667393,"45_o","autumn"
"PSME",69,"o","45",6000,"45_6000_o",7.24832083214861,92.7516791678514,46.2365064242442,53.7634935757558,28.0274403959156,"45_o","autumn"
"PSME",70,"o","45",3500,"45_3500_o",7.66909402547206,92.330905974528,13.3260101084479,86.6739898915521,88.8303103723662,"45_o","autumn"
"PSME",71,"o","45",3500,"45_3500_o",8.97779744413959,91.0222025558604,10.1580404652156,89.8419595347844,97.0090982776711,"45_o","autumn"
"PSME",72,"o","45",3500,"45_3500_o",8.35690665251939,91.6430933474806,21.0785571077385,78.9214428922615,75.6989722456442,"45_o","autumn"
"PSME",73,"o","45",1000,"45_1000_o",8.51740700289274,91.4825929971073,9.24830852997205,90.751691470028,97.8518504317996,"45_o","autumn"
"PSME",74,"o","45",1000,"45_1000_o",9.27165351683532,90.7283464831647,8.96522483455679,91.0347751654432,99.7765981107885,"45_o","autumn"
"PSME",75,"o","45",1000,"45_1000_o",8.39655055859436,91.6034494414056,8.80434224010182,91.1956577598982,98.4509021456151,"45_o","autumn"
"PSME",76,"o","45",2250,"45_2250_o",10.557019940385,89.442980059615,10.236051866001,89.763948133999,99.8123418685456,"45_o","autumn"
"PSME",77,"o","45",2250,"45_2250_o",7.92333219650557,92.0766678034944,10.1852233615075,89.8147766384925,95.0450973741221,"45_o","autumn"
"PSME",78,"o","45",2250,"45_2250_o",13.2004314897567,86.7995685102433,10.1566229872469,89.8433770127531,105.142560757332,"45_o","autumn"
"PSME",1000,"o","45",0,"45_0_o",0,100,0,100,99.2047029065951,"45_o","autumn"
