uniqueID,date,spp,age,temp,dur1,dur2,ID,branch,EC1,temp1,EC2,temp2
1,9/13/2023,PSME,n,25,2,0:02,1,1,8.02,22.5,68.2,21.7
2,9/13/2023,PSME,o,25,2,0:02,2,1,4.61,22.5,29.74,21.6
3,9/13/2023,PSME,n,65,2,0:02,3,1,14.21,22.5,47.62,21.7
4,9/13/2023,PSME,o,65,2,0:02,4,1,8.84,22.5,40.56,21.6
5,9/13/2023,PSME,n,25,2,0:02,5,2,4.09,22.4,54.49,21.6
6,9/13/2023,PSME,o,25,2,0:02,6,2,4.98,22.5,53.56,51.6
7,9/13/2023,PSME,n,65,2,0:02,7,2,11.9,22.5,67.48,21.5
8,9/13/2023,PSME,o,65,2,0:02,8,2,14.06,22.6,71.29,21.6
9,9/13/2023,PSME,n,25,2,0:02,9,3,8.62,22.5,80.72,21.7
10,9/13/2023,PSME,o,25,2,0:02,10,3,4.95,22.4,44.54,21.6
11,9/13/2023,PSME,n,65,2,0:02,11,3,23.82,22.5,68.66,21.7
12,9/13/2023,PSME,o,65,2,0:02,12,3,12.03,22.6,50.82,21.7
13,9/13/2023,PSME,n,25,5,0:05,13,4,8.32,22.3,104.4,21.8
14,9/13/2023,PSME,o,25,5,0:05,14,4,6.5,22.4,53.84,21.7
15,9/13/2023,PSME,n,65,5,0:05,15,4,50.01,22.4,112,21.7
16,9/13/2023,PSME,o,65,5,0:05,16,4,44.55,22.4,85.96,21.7
17,9/13/2023,PSME,n,25,5,0:05,17,5,7.53,22.5,73.37,21.9
18,9/13/2023,PSME,o,25,5,0:05,18,5,6.62,22.6,59.57,21.9
19,9/13/2023,PSME,n,65,5,0:05,19,5,35.47,22.6,84.86,22
20,9/13/2023,PSME,o,65,5,0:05,26,5,27.8,22.5,62.39,21.9
21,9/13/2023,PSME,n,25,5,0:05,27,6,8.87,22.4,92.65,21.9
22,9/13/2023,PSME,o,25,5,0:05,28,6,7.54,22.5,74.74,22
23,9/13/2023,PSME,n,65,5,0:05,30,6,50.3,22.5,110.8,22
24,9/13/2023,PSME,o,65,5,0:05,31,6,39.79,22.6,91.91,22.1
25,9/13/2023,PSME,n,25,10,0:10,32,7,6.89,22.3,94.1,22.1
26,9/13/2023,PSME,o,25,10,0:10,33,7,7.24,22.4,72.82,22.1
27,9/13/2023,PSME,n,65,10,0:10,34,7,58.23,22.3,113.9,22
28,9/13/2023,PSME,o,65,10,0:10,35,7,43.45,22.4,75.43,22
29,9/13/2023,PSME,n,25,10,0:10,36,8,10.14,22.5,109.5,22.2
30,9/13/2023,PSME,o,25,10,0:10,37,8,6.36,22.5,58,22.3
31,9/13/2023,PSME,n,65,10,0:10,39,8,65.69,22.6,126.8,22.3
32,9/13/2023,PSME,o,65,10,0:10,40,8,38.49,22.5,62.94,22.3
33,9/13/2023,PSME,n,25,10,0:10,41,9,5.57,22.5,80.36,22.5
34,9/13/2023,PSME,o,25,10,0:10,42,9,7.32,22.5,84.26,22.4
35,9/13/2023,PSME,n,65,10,0:10,43,9,38.97,22.6,80.15,22.5
36,9/13/2023,PSME,o,65,10,0:10,44,9,45.67,22.7,84.11,22.5
37,9/13/2023,PSME,n,25,30,0:30,45,10,7.82,22.7,80.7,22.6
38,9/13/2023,PSME,o,25,30,0:30,46,10,5.83,22.7,55.92,22.5
39,9/13/2023,PSME,n,65,30,0:30,47,10,41.43,22.7,75.98,22.6
40,9/13/2023,PSME,o,65,30,0:30,48,10,30.77,22.7,62.65,22.5
41,9/13/2023,PSME,n,25,30,0:30,49,11,5.77,22.7,60.33,22.5
42,9/13/2023,PSME,o,25,30,0:30,50,11,8.23,22.8,64.97,22.5
43,9/13/2023,PSME,n,65,30,0:30,51,11,32.59,22.7,56.46,22.4
44,9/13/2023,PSME,o,65,30,0:30,52,11,25.11,22.6,44.38,22.4
45,9/13/2023,PSME,n,25,30,0:30,53,12,6.61,22.6,85.57,22.3
46,9/13/2023,PSME,o,25,30,0:30,54,12,6.04,22.5,60.84,22.3
47,9/13/2023,PSME,n,65,30,0:30,55,12,49.6,22.6,88.4,22.2
48,9/13/2023,PSME,o,65,30,0:30,56,12,42.67,22.7,80.38,22.2
49,9/13/2023,PIPO,n,25,5,0:05,57,1,9.39,22.6,132.4,22.5
50,9/13/2023,PIPO,o,25,5,0:05,58,1,7.7,22.7,116.9,22.4
51,9/13/2023,PIPO,n,65,5,0:05,59,1,16.52,22.7,144.8,22.4
52,9/13/2023,PIPO,o,65,5,0:05,60,1,11.06,22.8,132,22.5
53,9/13/2023,PIPO,n,25,5,0:05,61,2,9.4,22.8,132.9,22.6
54,9/13/2023,PIPO,o,25,5,0:05,62,2,9.38,22.7,96.6,22.5
55,9/13/2023,PIPO,n,65,5,0:05,63,2,21.6,22.7,159.6,22.6
56,9/13/2023,PIPO,o,65,5,0:05,64,2,18.32,22.7,162,22.6
57,9/13/2023,PIPO,n,25,5,0:05,65,3,11.28,22.6,157,22.8
58,9/13/2023,PIPO,o,25,5,0:05,66,3,13.35,22.7,185.4,22.7
59,9/13/2023,PIPO,n,65,5,0:05,67,3,10.27,22.7,140.5,22.7
60,9/13/2023,PIPO,o,65,5,0:05,68,3,12.14,22.6,139.5,22.7
61,9/13/2023,PIPO,n,25,10,0:10,69,4,8.67,22.5,129.3,22.6
62,9/13/2023,PIPO,o,25,10,0:10,70,4,20.15,22.6,187.2,22.5
63,9/13/2023,PIPO,n,65,10,0:10,71,4,9.27,22.6,133,22.5
64,9/13/2023,PIPO,o,65,10,0:10,72,4,13.53,22.6,165.4,22.5
65,9/13/2023,PIPO,n,25,10,0:10,73,5,8.99,22.5,137.3,22.6
66,9/13/2023,PIPO,o,25,10,0:10,74,5,10.27,22.5,136,22.6
67,9/13/2023,PIPO,n,65,10,0:10,75,5,16.87,22.6,191.7,22.5
68,9/13/2023,PIPO,o,65,10,0:10,76,5,17.71,22.6,177,22.6
69,9/13/2023,PIPO,n,25,10,0:10,77,6,12.33,22.4,135.6,22.8
70,9/13/2023,PIPO,o,25,10,0:10,78,6,9.4,22.5,125.5,22.8
71,9/13/2023,PIPO,n,65,10,0:10,79,6,24.85,22.5,137.9,22.7
72,9/13/2023,PIPO,o,65,10,0:10,80,6,11.6,22.6,122.9,22.8
73,9/13/2023,PIPO,n,25,30,0:30,81,7,8.18,22.5,142.8,22.2
74,9/13/2023,PIPO,o,25,30,0:30,82,7,8.15,22.5,146.4,22.3
75,9/13/2023,PIPO,n,65,30,0:30,83,7,44.49,22.6,152.4,22.3
76,9/13/2023,PIPO,o,65,30,0:30,84,7,23.13,22.7,140.1,22.4
77,9/13/2023,PIPO,n,25,30,0:30,85,8,7.79,22.5,149,22.5
78,9/13/2023,PIPO,o,25,30,0:30,86,8,7.76,22.5,125.3,22.4
79,9/13/2023,PIPO,n,65,30,0:30,87,8,42.12,22.6,159,22.5
80,9/13/2023,PIPO,o,65,30,0:30,88,8,28.04,22.6,131.9,22.6
81,9/13/2023,PIPO,n,25,30,0:30,89,9,8.68,22.6,129.7,22.6
82,9/13/2023,PIPO,o,25,30,0:30,90,9,8.07,22.6,130.4,22.5
83,9/13/2023,PIPO,n,65,30,0:30,91,9,49.29,22.6,177.1,22.6
84,9/13/2023,PIPO,o,65,30,0:30,92,9,27.78,22.6,142,22.6
85,9/18/2023,PIPO,n,25,50,0:50,1,10,14.67,22.9,158.1,21.6
86,9/18/2023,PIPO,n,65,50,0:50,2,10,64.07,22.8,169.8,21.6
87,9/18/2023,PIPO,o,25,50,0:50,3,10,11.17,22.8,148.3,21.6
88,9/18/2023,PIPO,o,65,50,0:50,4,10,43.87,22.9,134.1,21.5
89,9/18/2023,PIPO,n,25,50,0:50,5,11,8.4,22.9,118.8,21.8
90,9/18/2023,PIPO,n,65,50,0:50,6,11,47.57,22.8,135,21.7
91,9/18/2023,PIPO,o,25,50,0:50,7,11,9.52,22.7,106.4,21.6
92,9/18/2023,PIPO,o,65,50,0:50,8,11,27.74,22.8,104.8,21.5
93,9/18/2023,PIPO,n,25,50,0:50,9,12,14.07,22.6,132.8,21.6
94,9/18/2023,PIPO,o,25,50,0:50,10,12,12.02,22.5,124.8,21.7
95,9/18/2023,PIPO,n,65,50,0:50,11,12,76.31,22.5,152,21.8
96,9/18/2023,PIPO,o,65,50,0:50,12,12,45.14,22.6,111.9,21.7
97,9/18/2023,PIPO,n,25,2,0:02,13,13,9.87,22.6,153.6,21.7
98,9/18/2023,PIPO,o,25,2,0:02,14,13,9.7,22.6,107.1,21.8
99,9/18/2023,PIPO,n,65,2,0:02,15,13,14.84,22.6,169.7,21.9
100,9/18/2023,PIPO,o,65,2,0:02,16,13,11.53,22.7,123.1,21.8
101,9/18/2023,PIPO,n,25,2,0:02,17,14,10.07,22.6,133.1,21.8
102,9/18/2023,PIPO,o,25,2,0:02,18,14,9.28,22.5,115.2,21.9
103,9/18/2023,PIPO,n,65,2,0:02,19,14,12.94,22.5,135.8,21.9
104,9/18/2023,PIPO,o,65,2,0:02,26,14,10.76,22.6,118.2,21.8
105,9/18/2023,PIPO,n,25,2,0:02,27,15,10.31,22.5,131.9,21.6
106,9/18/2023,PIPO,o,25,2,0:02,28,15,10.44,22.5,107.1,21.6
107,9/18/2023,PIPO,n,65,2,0:02,30,15,11.41,22.5,132.5,21.6
108,9/18/2023,PIPO,o,65,2,0:02,31,15,9.91,22.6,103.8,21.6
109,9/18/2023,PSME,n,25,50,0:50,32,13,8.07,22.5,113,21.3
110,9/18/2023,PSME,o,25,50,0:50,33,13,5.53,22.5,60.72,21.4
111,9/18/2023,PSME,n,65,50,0:50,34,13,58.1,22.6,114.5,21.5
112,9/18/2023,PSME,o,65,50,0:50,35,13,34.14,22.6,65.42,21.6
113,9/18/2023,PSME,n,25,50,0:50,36,14,6.22,22.5,95.07,21.6
114,9/18/2023,PSME,o,25,50,0:50,37,14,5.3,22.5,53.16,21.7
115,9/18/2023,PSME,n,65,50,0:50,39,14,59.86,22.6,112.4,21.6
116,9/18/2023,PSME,o,65,50,0:50,40,14,52.12,22.7,83.06,21.6
117,9/18/2023,PSME,n,25,50,0:50,41,15,4.05,22.6,53.81,21.6
118,9/18/2023,PSME,o,25,50,0:50,42,15,4.36,22.6,44.08,21.7
119,9/18/2023,PSME,n,65,50,0:50,43,15,29.31,22.7,55.76,21.6
120,9/18/2023,PSME,o,65,50,0:50,44,15,28.89,22.8,53.15,21.6
121,9/18/2023,PIPO,n,25,70,1:10,45,16,10.24,22.6,127.9,22
122,9/18/2023,PIPO,o,25,70,1:10,46,16,8.69,22.7,105.9,21.9
123,9/18/2023,PIPO,n,65,70,1:10,47,16,68.89,22.7,156.9,22
124,9/18/2023,PIPO,o,65,70,1:10,48,16,36.48,22.8,123.4,21.9
125,9/18/2023,PIPO,o,25,70,1:10,49,17,6.88,22.7,88.82,21.7
126,9/18/2023,PIPO,n,25,70,1:10,50,17,8.73,22.8,127.8,21.6
127,9/18/2023,PIPO,o,65,70,1:10,51,17,39.13,22.9,101.1,21.6
128,9/18/2023,PIPO,n,65,70,1:10,52,17,62.72,23,141.1,21.6
129,9/18/2023,PIPO,n,25,70,1:10,53,18,13.51,22.9,148.7,21.6
130,9/18/2023,PIPO,o,25,70,1:10,54,18,11.42,22.9,139.5,21.7
131,9/18/2023,PIPO,n,65,70,1:10,55,18,82.81,23,186.1,21.8
132,9/18/2023,PIPO,o,65,70,1:10,56,18,64.64,23.1,141,21.9
133,9/19/2023,PSME,n,25,5,0:05,58,16,5.87,21.3,81.09,21.8
134,9/19/2023,PSME,o,25,5,0:05,60,16,4.78,21.2,62.8,21.9
135,9/19/2023,PSME,n,60,5,0:05,61,16,12.96,21.3,95.23,22
136,9/19/2023,PSME,o,60,5,0:05,62,16,10.47,21.4,74.51,22.1
137,9/19/2023,PSME,n,25,5,0:05,63,17,6.69,21.5,65.47,22.1
138,9/19/2023,PSME,o,25,5,0:05,64,17,5.7,21.5,56.84,22
139,9/19/2023,PSME,n,60,5,0:05,65,17,11.33,21.4,70.42,22.1
140,9/19/2023,PSME,o,60,5,0:05,66,17,7.54,21.4,61.44,22.1
141,9/19/2023,PSME,n,25,5,0:05,67,18,9.01,21.4,93.79,21.8
142,9/19/2023,PSME,o,25,5,0:05,68,18,5.51,21.5,58.1,21.9
143,9/19/2023,PSME,n,60,5,0:05,69,18,14.98,21.6,100.3,21.8
144,9/19/2023,PSME,o,60,5,0:05,70,18,6,21.7,56.68,21.9
145,9/19/2023,PSME,n,25,10,0:10,71,19,10.68,21.5,89.3,21.9
146,9/19/2023,PSME,o,25,10,0:10,72,19,7.22,21.6,58.64,22
147,9/19/2023,PSME,n,60,10,0:10,73,19,13.62,21.6,92.47,21.9
148,9/19/2023,PSME,o,60,10,0:10,74,19,9.18,21.6,81.5,21.9
149,9/19/2023,PSME,n,25,10,0:10,75,20,6.63,21.7,79.6,21.8
150,9/19/2023,PSME,o,25,10,0:10,76,20,6.85,21.6,67.71,21.8
151,9/19/2023,PSME,n,60,10,0:10,77,20,11.74,21.5,94.81,21.8
152,9/19/2023,PSME,o,60,10,0:10,78,20,8.21,21.6,56.34,21.9
153,9/19/2023,PSME,n,25,10,0:10,79,21,5.66,21.5,67.05,21.7
154,9/19/2023,PSME,o,25,10,0:10,80,21,5.63,21.6,56.84,21.8
155,9/19/2023,PSME,n,60,10,0:10,81,21,14.41,21.7,88.25,21.7
156,9/19/2023,PSME,o,60,10,0:10,82,21,7.22,21.7,66.52,21.6
157,9/19/2023,PSME,n,25,20,0:20,83,22,7.79,21.5,70.74,21.6
158,9/19/2023,PSME,o,25,20,0:20,84,22,4.92,21.5,36.79,21.7
159,9/19/2023,PSME,n,60,20,0:20,85,22,18.68,21.5,96.56,21.7
160,9/19/2023,PSME,o,60,20,0:20,86,22,7.37,21.5,43.91,21.8
161,9/19/2023,PSME,n,25,20,0:20,87,23,7.15,21.6,68.5,21.5
162,9/19/2023,PSME,o,25,20,0:20,88,23,3.62,21.6,48.45,21.4
163,9/19/2023,PSME,n,60,20,0:20,89,23,30.25,21.5,91.04,21.4
164,9/19/2023,PSME,o,60,20,0:20,90,23,15.17,21.4,42.97,21.4
165,9/19/2023,PSME,n,25,20,0:20,91,24,7.15,21.5,55.16,21.5
166,9/19/2023,PSME,o,25,20,0:20,92,24,5.42,21.5,41.94,21.5
167,9/19/2023,PSME,n,60,20,0:20,93,24,18.77,21.6,68.66,21.4
168,9/19/2023,PSME,o,60,20,0:20,94,24,12.61,21.6,44.26,21.4
169,9/19/2023,PIPO,n,25,5,0:05,95,19,10.7,21.6,124.5,21.4
170,9/19/2023,PIPO,o,25,5,0:05,96,19,9.75,21.7,98.8,21.5
171,9/19/2023,PIPO,n,60,5,0:05,97,19,9.98,21.6,130.7,21.5
172,9/19/2023,PIPO,o,60,5,0:05,98,19,9.73,21.6,109.6,21.5
173,9/18/2023,PIPO,n,25,5,0:05,57,20,12.08,22.8,166.7,21.5
174,9/18/2023,PIPO,n,60,5,0:05,59,20,10.72,22.9,167.5,21.6
175,9/19/2023,PIPO,n,25,5,0:05,99,21,10.41,21.7,133.1,21.4
176,9/19/2023,PIPO,o,25,5,0:05,100,21,10.91,21.6,110.4,21.4
177,9/19/2023,PIPO,n,60,5,0:05,101,21,10.38,21.6,122.2,21.3
178,9/19/2023,PIPO,o,60,5,0:05,102,21,11.61,21.7,110.8,21.4
179,9/19/2023,PIPO,n,25,5,0:05,103,22,11.56,21.7,132.4,21.4
180,9/19/2023,PIPO,o,25,5,0:05,104,22,11.35,21.6,125.3,21.5
181,9/19/2023,PIPO,n,60,5,0:05,105,22,11.13,21.7,127.8,21.5
182,9/19/2023,PIPO,o,60,5,0:05,106,22,12.05,21.8,126.9,21.4
183,9/19/2023,PIPO,n,25,10,0:10,107,23,10.77,21.7,136.5,21.4
184,9/19/2023,PIPO,o,25,10,0:10,108,23,12.45,21.5,135.7,21.5
185,9/19/2023,PIPO,n,60,10,0:10,109,23,14.28,21.6,179.4,21.5
186,9/19/2023,PIPO,o,60,10,0:10,110,23,14.17,21.7,138.5,21.4
187,9/19/2023,PIPO,n,25,10,0:10,111,24,15.82,21.6,190.6,21.5
188,9/19/2023,PIPO,o,25,10,0:10,112,24,11.36,21.5,105.7,21.5
189,9/19/2023,PIPO,n,60,10,0:10,113,24,13.21,21.6,162.3,21.4
190,9/19/2023,PIPO,o,60,10,0:10,114,24,11.66,21.6,131.6,21.4
191,9/19/2023,PIPO,n,25,10,0:10,115,25,11.16,21.5,133.8,21.5
