"species","season","age","temperature","duration","survival","groupVar"
"PIPO","autumn","n",45,3500,52.7156668803216,"PIPO_autumn_n"
"PIPO","autumn","n",45,2250,74.6155577052779,"PIPO_autumn_n"
"PIPO","autumn","n",45,2250,80.3908446179926,"PIPO_autumn_n"
"PIPO","autumn","n",45,2250,39.3896502119746,"PIPO_autumn_n"
"PIPO","autumn","n",45,1000,99.9668767394482,"PIPO_autumn_n"
"PIPO","autumn","n",45,1000,101.655615802431,"PIPO_autumn_n"
"PIPO","autumn","n",45,1000,98.3775074581209,"PIPO_autumn_n"
"PIPO","autumn","n",45,8200,7.5526424641176,"PIPO_autumn_n"
"PIPO","autumn","n",45,8200,-7.55264246411762,"PIPO_autumn_n"
"PIPO","autumn","n",45,0,99.765180449886,"PIPO_autumn_n"
"PSME","spring","n",45,6000,16.6576390056214,"PSME_spring_n"
"PSME","spring","n",45,6000,15.7904891431306,"PSME_spring_n"
"PSME","spring","n",45,6000,-0.543871566547259,"PSME_spring_n"
"PSME","spring","n",45,4750,-2.26165612144302,"PSME_spring_n"
"PSME","spring","n",45,1000,19.5717829236143,"PSME_spring_n"
"PSME","spring","n",45,1000,50.9608756633591,"PSME_spring_n"
"PSME","spring","n",45,4750,-0.0672125863507217,"PSME_spring_n"
"PSME","spring","n",45,4750,14.4903597386112,"PSME_spring_n"
"PSME","spring","n",45,3500,5.62791604029494,"PSME_spring_n"
"PSME","spring","n",45,3500,11.3169518504195,"PSME_spring_n"
"PSME","spring","n",45,2250,-7.26529227868747,"PSME_spring_n"
"PSME","spring","n",45,2250,38.8498024173833,"PSME_spring_n"
"PSME","spring","n",45,1000,16.6861405329543,"PSME_spring_n"
"PSME","spring","n",45,3500,-7.94390453167163,"PSME_spring_n"
"PSME","spring","n",45,2250,8.82278042633235,"PSME_spring_n"
"PSME","spring","n",45,10200,-6.34204897432672,"PSME_spring_n"
"PSME","spring","n",45,10200,-4.57537381556808,"PSME_spring_n"
"PSME","spring","n",45,10200,10.9174227898948,"PSME_spring_n"
"PSME","spring","n",45,500,83.3279665891123,"PSME_spring_n"
"PSME","spring","n",45,500,93.5312690428399,"PSME_spring_n"
"PSME","spring","n",45,500,71.8291578022553,"PSME_spring_n"
"PSME","spring","n",45,0,100,"PSME_spring_n"
"PSME","spring","o",45,6000,10.0507138452896,"PSME_spring_o"
"PSME","spring","o",45,6000,1.26434550677438,"PSME_spring_o"
"PSME","spring","o",45,6000,-11.315059352064,"PSME_spring_o"
"PSME","spring","o",45,4750,25.0257190182861,"PSME_spring_o"
"PSME","spring","o",45,1000,84.7580443652563,"PSME_spring_o"
"PSME","spring","o",45,3500,81.93609327747,"PSME_spring_o"
"PSME","spring","o",45,2250,87.3316923312896,"PSME_spring_o"
"PSME","spring","o",45,1000,89.6475316034922,"PSME_spring_o"
"PSME","spring","o",45,4750,16.8593062713431,"PSME_spring_o"
"PSME","spring","o",45,4750,58.5245095092489,"PSME_spring_o"
"PSME","spring","o",45,3500,72.7802152464646,"PSME_spring_o"
"PSME","spring","o",45,3500,73.0691787093272,"PSME_spring_o"
"PSME","spring","o",45,2250,65.70664965459,"PSME_spring_o"
"PSME","spring","o",45,1000,95.8218885413274,"PSME_spring_o"
"PSME","spring","o",45,2250,95.2822655481743,"PSME_spring_o"
"PSME","spring","o",45,10200,12.0535858144618,"PSME_spring_o"
"PSME","spring","o",45,10200,0.827857170283346,"PSME_spring_o"
"PSME","spring","o",45,10200,22.5771216862631,"PSME_spring_o"
"PSME","spring","o",45,500,96.1056482990391,"PSME_spring_o"
"PSME","spring","o",45,500,95.5444367620208,"PSME_spring_o"
"PSME","spring","o",45,500,99.9432914746101,"PSME_spring_o"
"PSME","spring","o",45,0,100,"PSME_spring_o"
"PSME","spring","o",50,3125,-6.03151949671483,"PSME_spring_o"
"PSME","spring","o",50,3125,4.87525930291399,"PSME_spring_o"
"PSME","spring","o",50,3125,1.15626019380083,"PSME_spring_o"
"PSME","spring","o",50,2250,9.72315359241933,"PSME_spring_o"
"PSME","spring","o",50,2250,3.11424090165273,"PSME_spring_o"
"PSME","spring","o",50,1375,20.5834866640752,"PSME_spring_o"
"PSME","spring","o",50,1375,3.90005117604115,"PSME_spring_o"
"PSME","spring","o",50,1375,5.77256950348777,"PSME_spring_o"
"PSME","spring","o",50,500,67.9158929770202,"PSME_spring_o"
"PSME","spring","o",50,500,65.7933427383605,"PSME_spring_o"
"PSME","spring","o",50,2250,-10.3042011029748,"PSME_spring_o"
"PSME","spring","o",50,250,96.9692141357843,"PSME_spring_o"
"PSME","spring","o",50,250,93.6146790094511,"PSME_spring_o"
"PSME","spring","o",50,250,97.967435347211,"PSME_spring_o"
"PSME","spring","o",50,0,100,"PSME_spring_o"
"PSME","spring","n",50,3125,9.05825993141814,"PSME_spring_n"
"PSME","spring","n",50,3125,-0.128876987187117,"PSME_spring_n"
"PSME","spring","n",50,3125,29.8649039001297,"PSME_spring_n"
"PSME","spring","n",50,2250,0.163145217453538,"PSME_spring_n"
"PSME","spring","n",50,2250,6.24569141941636,"PSME_spring_n"
"PSME","spring","n",50,2250,-6.40883663686991,"PSME_spring_n"
"PSME","spring","n",50,1375,9.57853235781657,"PSME_spring_n"
"PSME","spring","n",50,1375,31.9058707006651,"PSME_spring_n"
"PSME","spring","n",50,1375,1.61465376533533,"PSME_spring_n"
"PSME","spring","n",50,500,24.0103098328054,"PSME_spring_n"
"PSME","spring","n",50,500,-1.91563433939601,"PSME_spring_n"
"PSME","spring","n",50,500,8.01132360209588,"PSME_spring_n"
"PSME","spring","n",50,250,34.0804889140895,"PSME_spring_n"
"PSME","spring","n",50,250,27.0484294305147,"PSME_spring_n"
"PSME","spring","n",50,250,21.0255919628758,"PSME_spring_n"
"PSME","spring","n",50,0,100,"PSME_spring_n"
"PSME","spring","n",55,500,18.3323186025508,"PSME_spring_n"
"PSME","spring","n",55,500,1.58144915482065,"PSME_spring_n"
"PSME","spring","n",55,500,-0.0124404517362461,"PSME_spring_n"
"PSME","spring","n",55,380,-1.60303738209269,"PSME_spring_n"
"PSME","spring","n",55,380,8.4327232522568,"PSME_spring_n"
"PSME","spring","n",55,380,-6.82968587016411,"PSME_spring_n"
"PSME","spring","n",55,270,12.064834773407,"PSME_spring_n"
"PSME","spring","n",55,270,-9.11580093888768,"PSME_spring_n"
"PSME","spring","n",55,270,10.7610995327353,"PSME_spring_n"
"PSME","spring","n",55,160,9.20936136591993,"PSME_spring_n"
"PSME","spring","n",55,160,3.02995287461991,"PSME_spring_n"
"PSME","spring","n",55,160,-3.82785063887378,"PSME_spring_n"
"PSME","spring","n",55,50,23.5463366526624,"PSME_spring_n"
"PSME","spring","n",55,50,24.3550276061623,"PSME_spring_n"
"PSME","spring","n",55,50,45.746140836663,"PSME_spring_n"
"PSME","spring","n",55,25,46.1936842672161,"PSME_spring_n"
"PSME","spring","n",55,25,60.2375611093806,"PSME_spring_n"
"PSME","spring","n",55,25,65.5716275245683,"PSME_spring_n"
"PSME","spring","n",55,0,100,"PSME_spring_n"
"PSME","spring","o",55,500,5.9949487297403,"PSME_spring_o"
"PSME","spring","o",55,500,-5.79169597717241,"PSME_spring_o"
"PSME","spring","o",55,500,5.06205394055245,"PSME_spring_o"
"PSME","spring","o",55,380,-3.27210972892035,"PSME_spring_o"
"PSME","spring","o",55,380,12.5675390688769,"PSME_spring_o"
"PSME","spring","o",55,380,-7.39653605684624,"PSME_spring_o"
"PSME","spring","o",55,270,7.84573142664379,"PSME_spring_o"
"PSME","spring","o",55,270,16.1671580830543,"PSME_spring_o"
"PSME","spring","o",55,270,-0.694361490845545,"PSME_spring_o"
"PSME","spring","o",55,160,9.63859578288768,"PSME_spring_o"
"PSME","spring","o",55,160,-6.91665423851254,"PSME_spring_o"
"PSME","spring","o",55,160,-2.72194154437514,"PSME_spring_o"
"PSME","spring","o",55,50,26.8403032945413,"PSME_spring_o"
"PSME","spring","o",55,50,48.9081708792266,"PSME_spring_o"
"PSME","spring","o",55,50,29.9166492153859,"PSME_spring_o"
"PSME","spring","o",55,25,88.9341746110103,"PSME_spring_o"
"PSME","spring","o",55,25,80.609859580294,"PSME_spring_o"
"PSME","spring","o",55,25,91.5629745440052,"PSME_spring_o"
"PSME","spring","o",55,0,100,"PSME_spring_o"
"PSME","spring","n",60,5,83.0530465647777,"PSME_spring_n"
"PSME","spring","n",60,5,76.0015659547756,"PSME_spring_n"
"PSME","spring","n",60,5,91.7499859895819,"PSME_spring_n"
"PSME","spring","n",60,10,-8.36125845276768,"PSME_spring_n"
"PSME","spring","n",60,10,13.2644671316407,"PSME_spring_n"
"PSME","spring","n",60,10,3.26829521975392,"PSME_spring_n"
"PSME","spring","n",60,20,-12.2094978563698,"PSME_spring_n"
"PSME","spring","n",60,20,9.15098703850264,"PSME_spring_n"
"PSME","spring","n",60,20,9.73107663296281,"PSME_spring_n"
"PSME","spring","n",60,65,-2.57360287412542,"PSME_spring_n"
"PSME","spring","n",60,65,-16.162084661197,"PSME_spring_n"
"PSME","spring","n",60,65,18.7356875353224,"PSME_spring_n"
"PSME","spring","n",60,110,-6.99248093672734,"PSME_spring_n"
"PSME","spring","n",60,110,23.3892246454586,"PSME_spring_n"
"PSME","spring","n",60,110,19.4840501922382,"PSME_spring_n"
"PSME","spring","n",60,0,100,"PSME_spring_n"
"PSME","spring","o",60,5,94.1475470966116,"PSME_spring_o"
"PSME","spring","o",60,5,89.8081461555318,"PSME_spring_o"
"PSME","spring","o",60,5,98.528624897671,"PSME_spring_o"
"PSME","spring","o",60,10,8.29677333036108,"PSME_spring_o"
"PSME","spring","o",60,10,4.2364603557697,"PSME_spring_o"
"PSME","spring","o",60,10,22.9223799698159,"PSME_spring_o"
"PSME","spring","o",60,20,6.80375628424657,"PSME_spring_o"
"PSME","spring","o",60,20,1.52648428155756,"PSME_spring_o"
"PSME","spring","o",60,20,20.7592995175999,"PSME_spring_o"
"PSME","spring","o",60,65,3.85587389812959,"PSME_spring_o"
"PSME","spring","o",60,65,-15.366277379545,"PSME_spring_o"
"PSME","spring","o",60,65,11.5104034814154,"PSME_spring_o"
"PSME","spring","o",60,110,18.7041039964421,"PSME_spring_o"
"PSME","spring","o",60,110,-8.09525223180021,"PSME_spring_o"
"PSME","spring","o",60,110,7.020848831344,"PSME_spring_o"
"PSME","spring","o",60,0,100,"PSME_spring_o"
"PSME","spring","n",65,70,1.78121373819932,"PSME_spring_n"
"PSME","spring","n",65,70,-5.27708085598431,"PSME_spring_n"
"PSME","spring","n",65,70,3.49586711778499,"PSME_spring_n"
"PSME","spring","n",65,50,-6.6083448734242,"PSME_spring_n"
"PSME","spring","n",65,50,8.2553769088588,"PSME_spring_n"
"PSME","spring","n",65,50,9.42229155453531,"PSME_spring_n"
"PSME","spring","n",65,30,7.2978454565528,"PSME_spring_n"
"PSME","spring","n",65,30,0.0474957691968477,"PSME_spring_n"
"PSME","spring","n",65,10,18.7428115949724,"PSME_spring_n"
"PSME","spring","n",65,30,6.03419199212895,"PSME_spring_n"
"PSME","spring","n",65,10,-4.65750204189077,"PSME_spring_n"
"PSME","spring","n",65,10,-5.0665998894572,"PSME_spring_n"
"PSME","spring","n",65,5,5.51894015973952,"PSME_spring_n"
"PSME","spring","n",65,5,-1.68912697679911,"PSME_spring_n"
"PSME","spring","n",65,5,8.17540167043125,"PSME_spring_n"
"PSME","spring","n",65,2,33.4765981724473,"PSME_spring_n"
"PSME","spring","n",65,2,22.8267986866443,"PSME_spring_n"
"PSME","spring","n",65,2,24.8248048414058,"PSME_spring_n"
"PSME","spring","n",65,0,100,"PSME_spring_n"
"PSME","spring","o",65,70,4.69387861519254,"PSME_spring_o"
"PSME","spring","o",65,70,-16.4312654833941,"PSME_spring_o"
"PSME","spring","o",65,70,11.7373868682015,"PSME_spring_o"
"PSME","spring","o",65,50,22.5687481020745,"PSME_spring_o"
"PSME","spring","o",65,50,1.64860132956676,"PSME_spring_o"
"PSME","spring","o",65,50,31.5722146646743,"PSME_spring_o"
"PSME","spring","o",65,30,23.2003086214087,"PSME_spring_o"
"PSME","spring","o",65,30,-4.7111874109964,"PSME_spring_o"
"PSME","spring","o",65,10,10.437179032491,"PSME_spring_o"
"PSME","spring","o",65,30,5.01008401705477,"PSME_spring_o"
"PSME","spring","o",65,10,9.54874335446372,"PSME_spring_o"
"PSME","spring","o",65,10,-3.37425863749701,"PSME_spring_o"
"PSME","spring","o",65,5,15.6054123329834,"PSME_spring_o"
"PSME","spring","o",65,5,12.0457163870105,"PSME_spring_o"
"PSME","spring","o",65,5,6.85398522344585,"PSME_spring_o"
"PSME","spring","o",65,2,37.5058189316895,"PSME_spring_o"
"PSME","spring","o",65,2,30.0464461883858,"PSME_spring_o"
"PSME","spring","o",65,2,30.7391554834245,"PSME_spring_o"
"PSME","spring","o",65,0,100,"PSME_spring_o"
"PSME","autumn","n",65,2,59.9363410341637,"PSME_autumn_n"
"PSME","autumn","n",65,2,78.4547035923294,"PSME_autumn_n"
"PSME","autumn","n",65,2,47.4456722612894,"PSME_autumn_n"
"PSME","autumn","n",65,5,22.2551570972779,"PSME_autumn_n"
"PSME","autumn","n",65,5,31.6241185644607,"PSME_autumn_n"
"PSME","autumn","n",65,5,23.0969764457816,"PSME_autumn_n"
"PSME","autumn","n",65,10,8.65991169744273,"PSME_autumn_n"
"PSME","autumn","n",65,10,9.39118644559392,"PSME_autumn_n"
"PSME","autumn","n",65,10,13.8069675624847,"PSME_autumn_n"
"PSME","autumn","n",65,30,4.47979875293322,"PSME_autumn_n"
"PSME","autumn","n",65,30,-2.92625108101323,"PSME_autumn_n"
"PSME","autumn","n",65,30,-1.55354767192001,"PSME_autumn_n"
"PSME","autumn","n",65,50,7.69045914606087,"PSME_autumn_n"
"PSME","autumn","n",65,50,1.9332549216291,"PSME_autumn_n"
"PSME","autumn","n",65,50,4.21242922770926,"PSME_autumn_n"
"PSME","autumn","n",65,0,100,"PSME_autumn_n"
"PSME","autumn","o",65,2,85.7482439369529,"PSME_autumn_o"
"PSME","autumn","o",65,2,71.6444718467916,"PSME_autumn_o"
"PSME","autumn","o",65,2,72.9569793309284,"PSME_autumn_o"
"PSME","autumn","o",65,5,13.9635339636789,"PSME_autumn_o"
"PSME","autumn","o",65,5,28.6056710105588,"PSME_autumn_o"
"PSME","autumn","o",65,5,30.0707712292415,"PSME_autumn_o"
"PSME","autumn","o",65,10,-0.0100731222562479,"PSME_autumn_o"
"PSME","autumn","o",65,10,-6.02945092626928,"PSME_autumn_o"
"PSME","autumn","o",65,10,6.03952404852554,"PSME_autumn_o"
"PSME","autumn","o",65,30,18.7611509326867,"PSME_autumn_o"
"PSME","autumn","o",65,30,5.44067520551568,"PSME_autumn_o"
"PSME","autumn","o",65,30,9.20907063775472,"PSME_autumn_o"
"PSME","autumn","o",65,50,9.27470039830009,"PSME_autumn_o"
"PSME","autumn","o",65,50,-12.5730083314224,"PSME_autumn_o"
"PSME","autumn","o",65,50,5.01760600520637,"PSME_autumn_o"
"PSME","autumn","o",65,0,100,"PSME_autumn_o"
"PSME","autumn","n",60,5,89.1180502408083,"PSME_autumn_n"
"PSME","autumn","n",60,5,89.6333568619777,"PSME_autumn_n"
"PSME","autumn","n",60,5,90.4502105529781,"PSME_autumn_n"
"PSME","autumn","n",60,10,94.90829655289,"PSME_autumn_n"
"PSME","autumn","n",60,10,92.958462703974,"PSME_autumn_n"
"PSME","autumn","n",60,10,86.0226932103855,"PSME_autumn_n"
"PSME","autumn","n",60,20,84.9718875555785,"PSME_autumn_n"
"PSME","autumn","n",60,20,58.7832419630227,"PSME_autumn_n"
"PSME","autumn","n",60,20,73.0995738075284,"PSME_autumn_n"
"PSME","autumn","n",60,65,-9.20126847142608,"PSME_autumn_n"
"PSME","autumn","n",60,65,7.30770436941726,"PSME_autumn_n"
"PSME","autumn","n",60,65,1.89356410200883,"PSME_autumn_n"
"PSME","autumn","n",60,110,4.72073600056471,"PSME_autumn_n"
"PSME","autumn","n",60,110,16.2874020309161,"PSME_autumn_n"
"PSME","autumn","n",60,110,14.8616601758145,"PSME_autumn_n"
"PSME","autumn","n",60,0,100,"PSME_autumn_n"
"PSME","autumn","o",60,5,89.1606496219387,"PSME_autumn_o"
"PSME","autumn","o",60,5,96.1926738948909,"PSME_autumn_o"
"PSME","autumn","o",60,5,98.0197835217895,"PSME_autumn_o"
"PSME","autumn","o",60,10,101.830013447662,"PSME_autumn_o"
"PSME","autumn","o",60,10,92.259969074475,"PSME_autumn_o"
"PSME","autumn","o",60,10,98.2283026697471,"PSME_autumn_o"
"PSME","autumn","o",60,20,93.8735148839901,"PSME_autumn_o"
"PSME","autumn","o",60,20,52.5410877548575,"PSME_autumn_o"
"PSME","autumn","o",60,20,71.5588718800518,"PSME_autumn_o"
"PSME","autumn","o",60,65,19.6333719691288,"PSME_autumn_o"
"PSME","autumn","o",60,65,4.47210807128989,"PSME_autumn_o"
"PSME","autumn","o",60,65,24.9650658984913,"PSME_autumn_o"
"PSME","autumn","o",60,110,-6.64118330172767,"PSME_autumn_o"
"PSME","autumn","o",60,110,5.87944559343273,"PSME_autumn_o"
"PSME","autumn","o",60,110,0.761737708294951,"PSME_autumn_o"
"PSME","autumn","o",60,0,100,"PSME_autumn_o"
"PSME","autumn","n",55,160,22.3945303354075,"PSME_autumn_n"
"PSME","autumn","n",55,160,52.2693392470104,"PSME_autumn_n"
"PSME","autumn","n",55,160,55.272552298332,"PSME_autumn_n"
"PSME","autumn","n",55,50,95.294445078468,"PSME_autumn_n"
"PSME","autumn","n",55,50,87.6413409546649,"PSME_autumn_n"
"PSME","autumn","n",55,50,99.8576536190494,"PSME_autumn_n"
"PSME","autumn","n",55,25,99.6282958193789,"PSME_autumn_n"
"PSME","autumn","n",55,25,93.617762042277,"PSME_autumn_n"
"PSME","autumn","n",55,25,100.243638577506,"PSME_autumn_n"
"PSME","autumn","n",55,10,95.3952476432657,"PSME_autumn_n"
"PSME","autumn","n",55,10,96.9166889229339,"PSME_autumn_n"
"PSME","autumn","n",55,10,100.532399784184,"PSME_autumn_n"
"PSME","autumn","n",55,380,13.4959085915727,"PSME_autumn_n"
"PSME","autumn","n",55,380,-27.3847226212581,"PSME_autumn_n"
"PSME","autumn","n",55,380,13.8888140296854,"PSME_autumn_n"
"PSME","autumn","n",55,500,8.44206403893194,"PSME_autumn_n"
"PSME","autumn","n",55,500,19.6906640332827,"PSME_autumn_n"
"PSME","autumn","n",55,500,-12.6749064541434,"PSME_autumn_n"
"PSME","autumn","n",55,0,100,"PSME_autumn_n"
"PSME","autumn","o",55,160,73.5323770403547,"PSME_autumn_o"
"PSME","autumn","o",55,160,92.8474746629436,"PSME_autumn_o"
"PSME","autumn","o",55,160,93.0809347508069,"PSME_autumn_o"
"PSME","autumn","o",55,50,90.9218525153107,"PSME_autumn_o"
"PSME","autumn","o",55,50,95.6941482606541,"PSME_autumn_o"
"PSME","autumn","o",55,50,102.085814738209,"PSME_autumn_o"
"PSME","autumn","o",55,25,103.247247394834,"PSME_autumn_o"
"PSME","autumn","o",55,25,92.3794427467362,"PSME_autumn_o"
"PSME","autumn","o",55,25,100.199297066715,"PSME_autumn_o"
"PSME","autumn","o",55,10,95.7753722952697,"PSME_autumn_o"
"PSME","autumn","o",55,10,100.845053791377,"PSME_autumn_o"
"PSME","autumn","o",55,10,98.320395411528,"PSME_autumn_o"
"PSME","autumn","o",55,380,-22.5884456413077,"PSME_autumn_o"
"PSME","autumn","o",55,380,-10.7437231482723,"PSME_autumn_o"
"PSME","autumn","o",55,380,33.3321687895801,"PSME_autumn_o"
"PSME","autumn","o",55,500,10.6767939492496,"PSME_autumn_o"
"PSME","autumn","o",55,500,41.8423679721975,"PSME_autumn_o"
"PSME","autumn","o",55,500,0.735365354057907,"PSME_autumn_o"
"PSME","autumn","o",55,0,100,"PSME_autumn_o"
"PSME","autumn","n",50,1375,4.77123149779273,"PSME_autumn_n"
"PSME","autumn","n",50,1375,-6.89024466437594,"PSME_autumn_n"
"PSME","autumn","n",50,1375,27.7865127321096,"PSME_autumn_n"
"PSME","autumn","n",50,500,87.77366468289,"PSME_autumn_n"
"PSME","autumn","n",50,500,92.6199845606212,"PSME_autumn_n"
"PSME","autumn","n",50,500,91.9901686495805,"PSME_autumn_n"
"PSME","autumn","n",50,250,94.1011798794948,"PSME_autumn_n"
"PSME","autumn","n",50,250,94.3766733936383,"PSME_autumn_n"
"PSME","autumn","n",50,250,95.4191701157686,"PSME_autumn_n"
"PSME","autumn","n",50,250,97.6595671648815,"PSME_autumn_n"
"PSME","autumn","n",50,100,97.5445688085061,"PSME_autumn_n"
"PSME","autumn","n",50,100,94.2448495370575,"PSME_autumn_n"
"PSME","autumn","n",50,750,80.2775726954912,"PSME_autumn_n"
"PSME","autumn","n",50,750,75.9919714113087,"PSME_autumn_n"
"PSME","autumn","n",50,750,46.0775627574351,"PSME_autumn_n"
"PSME","autumn","n",50,2250,-8.78738723157503,"PSME_autumn_n"
"PSME","autumn","n",50,2250,17.2133347233377,"PSME_autumn_n"
"PSME","autumn","n",50,2250,-8.42594749176271,"PSME_autumn_n"
"PSME","autumn","n",50,0,100,"PSME_autumn_n"
"PSME","autumn","o",50,1375,64.3902046088394,"PSME_autumn_o"
"PSME","autumn","o",50,1375,18.2982943864619,"PSME_autumn_o"
"PSME","autumn","o",50,1375,27.8142726663554,"PSME_autumn_o"
"PSME","autumn","o",50,500,101.898665771308,"PSME_autumn_o"
"PSME","autumn","o",50,500,90.9239442189231,"PSME_autumn_o"
"PSME","autumn","o",50,500,90.9338919372646,"PSME_autumn_o"
"PSME","autumn","o",50,250,99.8863326982713,"PSME_autumn_o"
"PSME","autumn","o",50,250,94.8970330826317,"PSME_autumn_o"
"PSME","autumn","o",50,250,97.0325523864869,"PSME_autumn_o"
"PSME","autumn","o",50,250,99.4205818602512,"PSME_autumn_o"
"PSME","autumn","o",50,100,94.6105896625997,"PSME_autumn_o"
"PSME","autumn","o",50,100,94.7891404694414,"PSME_autumn_o"
"PSME","autumn","o",50,750,88.9194129567005,"PSME_autumn_o"
"PSME","autumn","o",50,750,96.3336932004124,"PSME_autumn_o"
"PSME","autumn","o",50,750,77.7118516854668,"PSME_autumn_o"
"PSME","autumn","o",50,2250,2.89161847179932,"PSME_autumn_o"
"PSME","autumn","o",50,2250,7.74332909903901,"PSME_autumn_o"
"PSME","autumn","o",50,2250,-10.6349475708383,"PSME_autumn_o"
"PSME","autumn","o",50,0,100,"PSME_autumn_o"
"PSME","autumn","n",45,10200,18.4230283668359,"PSME_autumn_n"
"PSME","autumn","n",45,10200,-11.0723061893178,"PSME_autumn_n"
"PSME","autumn","n",45,10200,-7.35072217751808,"PSME_autumn_n"
"PSME","autumn","n",45,500,96.7127120835673,"PSME_autumn_n"
"PSME","autumn","n",45,500,97.4973839873495,"PSME_autumn_n"
"PSME","autumn","n",45,500,105.789903929083,"PSME_autumn_n"
"PSME","autumn","n",45,4750,71.9053643914844,"PSME_autumn_n"
"PSME","autumn","n",45,4750,33.5046383834885,"PSME_autumn_n"
"PSME","autumn","n",45,4750,18.0390292888191,"PSME_autumn_n"
"PSME","autumn","n",45,6000,47.2737505697508,"PSME_autumn_n"
"PSME","autumn","n",45,6000,12.7458626924979,"PSME_autumn_n"
"PSME","autumn","n",45,6000,10.0573383640605,"PSME_autumn_n"
"PSME","autumn","n",45,3500,70.0759250981762,"PSME_autumn_n"
"PSME","autumn","n",45,3500,84.5381512701092,"PSME_autumn_n"
"PSME","autumn","n",45,3500,95.500809044778,"PSME_autumn_n"
"PSME","autumn","n",45,1000,100.567912386074,"PSME_autumn_n"
"PSME","autumn","n",45,1000,101.917239687569,"PSME_autumn_n"
"PSME","autumn","n",45,1000,96.8511471614603,"PSME_autumn_n"
"PSME","autumn","n",45,2250,94.6453841649328,"PSME_autumn_n"
"PSME","autumn","n",45,2250,89.4561873758684,"PSME_autumn_n"
"PSME","autumn","n",45,2250,97.7416470974326,"PSME_autumn_n"
"PSME","autumn","n",45,0,97.8721088132965,"PSME_autumn_n"
"PSME","autumn","o",45,10200,-11.4652637209447,"PSME_autumn_o"
"PSME","autumn","o",45,10200,13.3725540025658,"PSME_autumn_o"
"PSME","autumn","o",45,10200,-1.90729028162117,"PSME_autumn_o"
"PSME","autumn","o",45,500,95.3287518626741,"PSME_autumn_o"
"PSME","autumn","o",45,500,99.4650748239197,"PSME_autumn_o"
"PSME","autumn","o",45,500,102.637779628502,"PSME_autumn_o"
"PSME","autumn","o",45,4750,-0.345061163919919,"PSME_autumn_o"
"PSME","autumn","o",45,4750,50.117429613602,"PSME_autumn_o"
"PSME","autumn","o",45,4750,39.5621415966089,"PSME_autumn_o"
"PSME","autumn","o",45,6000,23.5152156107345,"PSME_autumn_o"
"PSME","autumn","o",45,6000,-16.4684239667393,"PSME_autumn_o"
"PSME","autumn","o",45,6000,28.0274403959156,"PSME_autumn_o"
"PSME","autumn","o",45,3500,88.8303103723662,"PSME_autumn_o"
"PSME","autumn","o",45,3500,97.0090982776711,"PSME_autumn_o"
"PSME","autumn","o",45,3500,75.6989722456442,"PSME_autumn_o"
"PSME","autumn","o",45,1000,97.8518504317996,"PSME_autumn_o"
"PSME","autumn","o",45,1000,99.7765981107885,"PSME_autumn_o"
"PSME","autumn","o",45,1000,98.4509021456151,"PSME_autumn_o"
"PSME","autumn","o",45,2250,99.8123418685456,"PSME_autumn_o"
"PSME","autumn","o",45,2250,95.0450973741221,"PSME_autumn_o"
"PSME","autumn","o",45,2250,105.142560757332,"PSME_autumn_o"
"PSME","autumn","o",45,0,99.2047029065951,"PSME_autumn_o"
