"uniqueID","date","spp","age","temp","dur1","dur2","ID","branch","spc1","EC1","temp1","spc2","EC2","temp2","percentEC"
49,"9/13/2023","PIPO","n",25,5,"0:05",57,1,8.9595624,9.39,22.6,126.0779,132.4,22.5,7.1063702679058
50,"9/13/2023","PIPO","o",25,5,"0:05",58,1,7.361739,7.7,22.7,111.094746,116.9,22.4,6.62654109673197
51,"9/13/2023","PIPO","n",65,5,"0:05",59,1,15.7942764,16.52,22.7,137.609232,144.8,22.4,11.4776284777173
52,"9/13/2023","PIPO","o",65,5,"0:05",60,1,10.5952588,11.06,22.8,125.697,132,22.5,8.4292057885232
53,"9/13/2023","PIPO","n",25,5,"0:05",61,2,9.005012,9.4,22.8,126.807864,132.9,22.6,7.10130406423374
54,"9/13/2023","PIPO","o",25,5,"0:05",62,2,8.9679366,9.38,22.7,91.98735,96.6,22.5,9.74909767484334
55,"9/13/2023","PIPO","n",65,5,"0:05",63,2,20.651112,21.6,22.7,152.283936,159.6,22.6,13.5609260848104
56,"9/13/2023","PIPO","o",65,5,"0:05",64,2,17.5152024,18.32,22.7,154.57392,162,22.6,11.3312791705095
57,"9/13/2023","PIPO","n",25,5,"0:05",65,3,10.7629248,11.28,22.6,150.40286,157,22.8,7.156063920593
58,"9/13/2023","PIPO","o",25,5,"0:05",66,3,12.7635345,13.35,22.7,177.255378,185.4,22.7,7.20064724919094
59,"9/13/2023","PIPO","n",65,5,"0:05",67,3,9.8188389,10.27,22.7,134.327835,140.5,22.7,7.30960854092527
60,"9/13/2023","PIPO","o",65,5,"0:05",68,3,11.5835024,12.14,22.6,133.371765,139.5,22.7,8.68512342173773
61,"9/13/2023","PIPO","n",25,10,"0:10",69,4,8.2560075,8.67,22.5,123.372888,129.3,22.6,6.69191394790077
62,"9/13/2023","PIPO","o",25,10,"0:10",70,4,19.226324,20.15,22.6,178.2612,187.2,22.5,10.7854788366734
63,"9/13/2023","PIPO","n",65,10,"0:10",71,4,8.8450632,9.27,22.6,126.64925,133,22.5,6.98390491850524
64,"9/13/2023","PIPO","o",65,10,"0:10",72,4,12.9097848,13.53,22.6,157.50215,165.4,22.5,8.19657687212524
65,"9/13/2023","PIPO","n",25,10,"0:10",73,5,8.5607275,8.99,22.5,131.006168,137.3,22.6,6.5345988136986
66,"9/13/2023","PIPO","o",25,10,"0:10",74,5,9.7796075,10.27,22.5,129.76576,136,22.6,7.53635435110155
67,"9/13/2023","PIPO","n",65,10,"0:10",75,5,16.0966792,16.87,22.6,182.546325,191.7,22.5,8.8178599048762
68,"9/13/2023","PIPO","o",65,10,"0:10",76,5,16.8981736,17.71,22.6,168.88632,177,22.6,10.0056497175141
69,"9/13/2023","PIPO","n",25,10,"0:10",77,6,11.7176922,12.33,22.4,129.902088,135.6,22.8,9.0204032748111
70,"9/13/2023","PIPO","o",25,10,"0:10",78,6,8.95115,9.4,22.5,120.22649,125.5,22.8,7.44523939774005
71,"9/13/2023","PIPO","n",65,10,"0:10",79,6,23.6634125,24.85,22.5,131.842053,137.9,22.7,17.9483040210243
72,"9/13/2023","PIPO","o",65,10,"0:10",80,6,11.068256,11.6,22.6,117.735742,122.9,22.8,9.40093111232101
73,"9/13/2023","PIPO","n",25,30,"0:30",81,7,7.789405,8.18,22.5,135.163056,142.8,22.2,5.7629689876204
74,"9/13/2023","PIPO","o",25,30,"0:30",82,7,7.7608375,8.15,22.5,138.850152,146.4,22.3,5.58936190433555
75,"9/13/2023","PIPO","n",65,30,"0:30",83,7,42.4505784,44.49,22.6,144.540732,152.4,22.3,29.3692842236332
76,"9/13/2023","PIPO","o",65,30,"0:30",84,7,22.1138991,23.13,22.7,133.142634,140.1,22.4,16.609179520964
77,"9/13/2023","PIPO","n",25,30,"0:30",85,8,7.4180275,7.79,22.5,141.88525,149,22.5,5.22818791946309
78,"9/13/2023","PIPO","o",25,30,"0:30",86,8,7.38946,7.76,22.5,119.077602,125.3,22.4,6.20558348160219
79,"9/13/2023","PIPO","n",65,30,"0:30",87,8,40.1892192,42.12,22.6,151.40775,159,22.5,26.5437001738682
80,"9/13/2023","PIPO","o",65,30,"0:30",88,8,26.7546464,28.04,22.6,125.853704,131.9,22.6,21.2585291887794
81,"9/13/2023","PIPO","n",25,30,"0:30",89,9,8.2821088,8.68,22.6,123.754552,129.7,22.6,6.69236700077101
82,"9/13/2023","PIPO","o",25,30,"0:30",90,9,7.7000712,8.07,22.6,124.1734,130.4,22.5,6.20106335173233
83,"9/13/2023","PIPO","n",65,30,"0:30",91,9,47.0305464,49.29,22.6,168.981736,177.1,22.6,27.8317334839074
84,"9/13/2023","PIPO","o",65,30,"0:30",92,9,26.5065648,27.78,22.6,135.49072,142,22.6,19.5633802816901
85,"9/18/2023","PIPO","n",25,50,"0:50",1,10,14.0815863,14.67,22.9,147.832986,158.1,21.6,9.52533442028966
86,"9/18/2023","PIPO","n",65,50,"0:50",2,10,61.3777786,64.07,22.8,158.773188,169.8,21.6,38.657521067096
87,"9/18/2023","PIPO","o",25,50,"0:50",3,10,10.7006366,11.17,22.8,138.669398,148.3,21.6,7.71665324457527
88,"9/18/2023","PIPO","o",65,50,"0:50",4,10,42.1103743,43.87,22.9,125.135415,134.1,21.5,33.6518437246562
89,"9/18/2023","PIPO","n",25,50,"0:50",5,11,8.063076,8.4,22.9,111.538944,118.8,21.8,7.22893342077902
90,"9/18/2023","PIPO","n",65,50,"0:50",6,11,45.5711086,47.57,22.8,126.49095,135,21.7,36.0271692164538
91,"9/18/2023","PIPO","o",25,50,"0:50",7,11,9.1017864,9.52,22.7,99.490384,106.4,21.6,9.1484081516863
92,"9/18/2023","PIPO","o",65,50,"0:50",8,11,26.5743652,27.74,22.8,97.79412,104.8,21.5,27.1737863176232
93,"9/18/2023","PIPO","n",25,50,"0:50",9,12,13.4250312,14.07,22.6,124.175968,132.8,21.6,10.8112957895363
94,"9/18/2023","PIPO","o",25,50,"0:50",10,12,11.446045,12.02,22.5,116.933856,124.8,21.7,9.78847819745207
95,"9/18/2023","PIPO","n",65,50,"0:50",11,12,72.6661975,76.31,22.5,142.70976,152,21.8,50.9188702300389
96,"9/18/2023","PIPO","o",65,50,"0:50",12,12,43.0707824,45.14,22.6,104.846943,111.9,21.7,41.0796740158652
97,"9/18/2023","PIPO","n",25,2,"0:02",13,13,9.4175592,9.87,22.6,143.918592,153.6,21.7,6.54367102201778
98,"9/18/2023","PIPO","o",25,2,"0:02",14,13,9.255352,9.7,22.6,100.554048,107.1,21.8,9.20435545270142
99,"9/18/2023","PIPO","n",65,2,"0:02",15,13,14.1597344,14.84,22.6,159.652063,169.7,21.9,8.8691208456229
100,"9/18/2023","PIPO","o",65,2,"0:02",16,13,11.0234871,11.53,22.7,115.576128,123.1,21.8,9.53785811201427
101,"9/18/2023","PIPO","n",25,2,"0:02",17,14,9.6083912,10.07,22.6,124.964928,133.1,21.8,7.68887027246557
102,"9/18/2023","PIPO","o",25,2,"0:02",18,14,8.83688,9.28,22.5,108.379008,115.2,21.9,8.15368230718628
103,"9/18/2023","PIPO","n",65,2,"0:02",19,14,12.322115,12.94,22.5,127.759282,135.8,21.9,9.64479042704701
104,"9/18/2023","PIPO","o",65,2,"0:02",26,14,10.2667616,10.76,22.6,110.975616,118.2,21.8,9.25136707508792
105,"9/18/2023","PIPO","n",25,2,"0:02",27,15,9.8176975,10.31,22.5,123.334414,131.9,21.6,7.9602255214834
106,"9/18/2023","PIPO","o",25,2,"0:02",28,15,9.94149,10.44,22.5,100.144926,107.1,21.6,9.92710304663863
107,"9/18/2023","PIPO","n",65,2,"0:02",30,15,10.8651725,11.41,22.5,123.89545,132.5,21.6,8.76962995816231
108,"9/18/2023","PIPO","o",65,2,"0:02",31,15,9.4557256,9.91,22.6,97.059228,103.8,21.6,9.74222214089731
121,"9/18/2023","PIPO","n",25,70,"1:10",45,16,9.7705984,10.24,22.6,120.57133,127.9,22,8.10358349700547
122,"9/18/2023","PIPO","o",25,70,"1:10",46,16,8.3082483,8.69,22.7,99.629661,105.9,21.9,8.33913135567128
123,"9/18/2023","PIPO","n",65,70,"1:10",47,16,65.8636623,68.89,22.7,147.90963,156.9,22,44.529664701345
124,"9/18/2023","PIPO","o",65,70,"1:10",48,16,34.9471104,36.48,22.8,116.093486,123.4,21.9,30.1025592426435
125,"9/18/2023","PIPO","o",25,70,"1:10",49,17,6.5777616,6.88,22.7,83.2216754,88.82,21.7,7.90390432346427
126,"9/18/2023","PIPO","n",25,70,"1:10",50,17,8.3631654,8.73,22.8,119.500668,127.8,21.6,6.99842564896792
127,"9/18/2023","PIPO","o",65,70,"1:10",51,17,37.5604957,39.13,22.9,94.534566,101.1,21.6,39.7320232051417
128,"9/18/2023","PIPO","n",65,70,"1:10",52,17,60.324096,62.72,23,131.936966,141.1,21.6,45.7219063230543
129,"9/18/2023","PIPO","n",25,70,"1:10",53,18,12.9681139,13.51,22.9,139.043422,148.7,21.6,9.3266648025967
130,"9/18/2023","PIPO","o",25,70,"1:10",54,18,10.9619438,11.42,22.9,130.707315,139.5,21.7,8.3866337549662
131,"9/18/2023","PIPO","n",65,70,"1:10",55,18,79.646658,82.81,23,174.725568,186.1,21.8,45.583859827544
132,"9/18/2023","PIPO","o",65,70,"1:10",56,18,62.2942144,64.64,23.1,132.65139,141,21.9,46.9608455667144
169,"9/19/2023","PIPO","n",25,5,"0:05",95,19,10.005142,10.7,21.6,115.93938,124.5,21.4,8.62963214052033
170,"9/19/2023","PIPO","o",25,5,"0:05",96,19,9.1354575,9.75,21.7,92.19522,98.8,21.5,9.90881902554167
171,"9/19/2023","PIPO","n",60,5,"0:05",97,19,9.3318988,9.98,21.6,121.962705,130.7,21.5,7.65143639606878
172,"9/19/2023","PIPO","o",60,5,"0:05",98,19,9.0981338,9.73,21.6,102.27324,109.6,21.5,8.89590845073452
173,"9/18/2023","PIPO","n",25,5,"0:05",57,20,11.5723984,12.08,22.8,155.556105,166.7,21.5,7.43937269450145
