"pT","cT","temperature","nrmse","bootVar"
0.000442979466249662,0.00014174741629268,45,0.281620538648421,"PIPO_spring_o_18"
0.00328362043754153,0.000911162756115489,50,0.2872181929707,"PIPO_spring_o_18"
0.00640239898367502,0.00403701725859655,55,0.282625322071875,"PIPO_spring_o_18"
0.0266991095110662,0.0123284673944206,60,0.423421161820508,"PIPO_spring_o_18"
0.0542477212254944,0.114975699539774,65,0.328039992841415,"PIPO_spring_o_18"
0.000317240556537685,0.000298364724028334,45,0.272841280517652,"PIPO_spring_o_19"
0.00383450796280291,0.000628029144183424,50,0.29562298406636,"PIPO_spring_o_19"
0.00894000223508263,0.00278255940220712,55,0.27936684247362,"PIPO_spring_o_19"
0.0266991095110662,0.0123284673944206,60,0.423421161820508,"PIPO_spring_o_19"
0.0542477212254944,0.114975699539774,65,0.328694098338253,"PIPO_spring_o_19"
0.000442979466249662,0.00014174741629268,45,0.286674760716857,"PIPO_spring_o_20"
0.00383450796280291,0.000628029144183424,50,0.29562298406636,"PIPO_spring_o_20"
0.00894000223508263,0.00278255940220712,55,0.262828421444464,"PIPO_spring_o_20"
0.0266991095110662,0.0123284673944206,60,0.428660844622806,"PIPO_spring_o_20"
0.0542477212254944,0.114975699539774,65,0.318890597137074,"PIPO_spring_o_20"
0.000442979466249662,0.000205651230834865,45,0.255783183684199,"PIPO_spring_o_21"
0.00383450796280291,0.000628029144183424,50,0.29562298406636,"PIPO_spring_o_21"
0.00894000223508263,0.00278255940220712,55,0.27936684247362,"PIPO_spring_o_21"
0.0266991095110662,0.0123284673944206,60,0.428660844622806,"PIPO_spring_o_21"
0.0542477212254944,0.114975699539774,65,0.318890597137074,"PIPO_spring_o_21"
0.000442979466249662,0.00014174741629268,45,0.286046626587468,"PIPO_spring_o_22"
0.00457801283091442,0.000628029144183424,50,0.306103502040143,"PIPO_spring_o_22"
0.00894000223508263,0.00278255940220712,55,0.27936684247362,"PIPO_spring_o_22"
0.0266991095110662,0.0123284673944206,60,0.423421161820508,"PIPO_spring_o_22"
0.0542477212254944,0.114975699539774,65,0.318890597137074,"PIPO_spring_o_22"
0.000442979466249662,0.00014174741629268,45,0.286177142909077,"PIPO_spring_o_23"
0.00269014023978664,0.000911162756115489,50,0.284223443498339,"PIPO_spring_o_23"
0.00894000223508263,0.00278255940220712,55,0.27936684247362,"PIPO_spring_o_23"
0.0266991095110662,0.0123284673944206,60,0.423421161820508,"PIPO_spring_o_23"
0.0542477212254944,0.114975699539774,65,0.318890597137074,"PIPO_spring_o_23"
0.000442979466249662,0.00014174741629268,45,0.270408065039104,"PIPO_spring_o_24"
0.00383450796280291,0.000628029144183424,50,0.302267891844727,"PIPO_spring_o_24"
0.00779074680570552,0.00278255940220712,55,0.278796214059884,"PIPO_spring_o_24"
0.0266991095110662,0.0123284673944206,60,0.423421161820508,"PIPO_spring_o_24"
0.0542477212254944,0.114975699539774,65,0.318890597137074,"PIPO_spring_o_24"
0.000442979466249662,0.00014174741629268,45,0.281620538648421,"PIPO_spring_o_25"
0.00383450796280291,0.000628029144183424,50,0.29562298406636,"PIPO_spring_o_25"
0.00894000223508263,0.00278255940220712,55,0.27107964872117,"PIPO_spring_o_25"
0.0266991095110662,0.0123284673944206,60,0.437215639056736,"PIPO_spring_o_25"
0.0542477212254944,0.114975699539774,65,0.327964975434329,"PIPO_spring_o_25"
0.000442979466249662,0.00014174741629268,45,0.287533508831839,"PIPO_spring_o_26"
0.00383450796280291,0.000628029144183424,50,0.29562298406636,"PIPO_spring_o_26"
0.00779074680570552,0.00278255940220712,55,0.292740646708754,"PIPO_spring_o_26"
0.0266991095110662,0.0123284673944206,60,0.423421161820508,"PIPO_spring_o_26"
0.0542477212254944,0.0792482898353915,65,0.312300976201609,"PIPO_spring_o_26"
0.000442979466249662,0.00014174741629268,45,0.281620538648421,"PIPO_spring_o_27"
0.00383450796280291,0.000628029144183424,50,0.287429052597652,"PIPO_spring_o_27"
0.00779074680570552,0.00278255940220712,55,0.27517503311693,"PIPO_spring_o_27"
0.0266991095110662,0.0123284673944206,60,0.423421161820508,"PIPO_spring_o_27"
0.0542477212254944,0.114975699539774,65,0.328694098338253,"PIPO_spring_o_27"
0.000442979466249662,0.00014174741629268,45,0.281620538648421,"PIPO_spring_o_28"
0.00383450796280291,0.000628029144183424,50,0.29562298406636,"PIPO_spring_o_28"
0.00894000223508263,0.00278255940220712,55,0.274651261129477,"PIPO_spring_o_28"
0.0266991095110662,0.0123284673944206,60,0.428660844622806,"PIPO_spring_o_28"
0.0542477212254944,0.114975699539774,65,0.318890597137074,"PIPO_spring_o_28"
0.000442979466249662,0.00014174741629268,45,0.281620538648421,"PIPO_spring_o_29"
0.00383450796280291,0.000628029144183424,50,0.318599344497187,"PIPO_spring_o_29"
0.00894000223508263,0.00278255940220712,55,0.27936684247362,"PIPO_spring_o_29"
0.0266991095110662,0.0123284673944206,60,0.429234297908846,"PIPO_spring_o_29"
0.0542477212254944,0.114975699539774,65,0.318890597137074,"PIPO_spring_o_29"
0.000442979466249662,0.00014174741629268,45,0.281620538648421,"PIPO_spring_o_30"
0.00383450796280291,0.000628029144183424,50,0.29562298406636,"PIPO_spring_o_30"
0.00894000223508263,0.00278255940220712,55,0.27936684247362,"PIPO_spring_o_30"
0.0225622942971272,0.0123284673944206,60,0.440701001611957,"PIPO_spring_o_30"
0.0542477212254944,0.114975699539774,65,0.325398413696841,"PIPO_spring_o_30"
0.000442979466249662,0.00014174741629268,45,0.281620538648421,"PIPO_spring_o_31"
0.00457801283091442,0.000628029144183424,50,0.295286093591259,"PIPO_spring_o_31"
0.00894000223508263,0.00278255940220712,55,0.27936684247362,"PIPO_spring_o_31"
0.0266991095110662,0.0123284673944206,60,0.423421161820508,"PIPO_spring_o_31"
0.0542477212254944,0.114975699539774,65,0.334775987206471,"PIPO_spring_o_31"
0.000442979466249662,0.00014174741629268,45,0.26992649063742,"PIPO_spring_o_32"
0.00269014023978664,0.000911162756115489,50,0.284223443498339,"PIPO_spring_o_32"
0.00894000223508263,0.00278255940220712,55,0.27936684247362,"PIPO_spring_o_32"
0.0266991095110662,0.0123284673944206,60,0.422530428899208,"PIPO_spring_o_32"
0.0542477212254944,0.114975699539774,65,0.318890597137074,"PIPO_spring_o_32"
0.000442979466249662,0.00014174741629268,45,0.281620538648421,"PIPO_spring_o_33"
0.00383450796280291,0.000628029144183424,50,0.29562298406636,"PIPO_spring_o_33"
0.00894000223508263,0.00278255940220712,55,0.286932342234151,"PIPO_spring_o_33"
0.0266991095110662,0.0123284673944206,60,0.423421161820508,"PIPO_spring_o_33"
0.0542477212254944,0.114975699539774,65,0.33860201366646,"PIPO_spring_o_33"
0.000442979466249662,0.00014174741629268,45,0.281620538648421,"PIPO_spring_o_34"
0.00457801283091442,0.000628029144183424,50,0.293708201187554,"PIPO_spring_o_34"
0.00894000223508263,0.00278255940220712,55,0.27936684247362,"PIPO_spring_o_34"
0.0266991095110662,0.0123284673944206,60,0.438999303077892,"PIPO_spring_o_34"
0.0542477212254944,0.114975699539774,65,0.326924073530889,"PIPO_spring_o_34"
0.000442979466249662,0.00014174741629268,45,0.281620538648421,"PIPO_spring_o_35"
0.00383450796280291,0.000628029144183424,50,0.29562298406636,"PIPO_spring_o_35"
0.00894000223508263,0.00278255940220712,55,0.285651169107944,"PIPO_spring_o_35"
0.0280881129079005,0.0123284673944206,60,0.381292483949729,"PIPO_spring_o_35"
0.0542477212254944,0.114975699539774,65,0.32653717809103,"PIPO_spring_o_35"
0.000442979466249662,0.00014174741629268,45,0.281620538648421,"PIPO_spring_o_36"
0.00328362043754153,0.000911162756115489,50,0.2872181929707,"PIPO_spring_o_36"
0.00894000223508263,0.00278255940220712,55,0.27936684247362,"PIPO_spring_o_36"
0.0243400970007123,0.0123284673944206,60,0.441809829982591,"PIPO_spring_o_36"
0.0542477212254944,0.114975699539774,65,0.321694765512205,"PIPO_spring_o_36"
0.000442979466249662,0.00014174741629268,45,0.281620538648421,"PIPO_spring_o_37"
0.00383450796280291,0.000628029144183424,50,0.294491524427925,"PIPO_spring_o_37"
0.00779074680570552,0.00278255940220712,55,0.280072079219589,"PIPO_spring_o_37"
0.0266991095110662,0.0123284673944206,60,0.423421161820508,"PIPO_spring_o_37"
0.0542477212254944,0.114975699539774,65,0.320148261979803,"PIPO_spring_o_37"
0.000442979466249662,0.00014174741629268,45,0.273744527829991,"PIPO_spring_o_38"
0.00383450796280291,0.000628029144183424,50,0.309713759645806,"PIPO_spring_o_38"
0.00894000223508263,0.00278255940220712,55,0.27936684247362,"PIPO_spring_o_38"
0.0266991095110662,0.0123284673944206,60,0.423421161820508,"PIPO_spring_o_38"
0.0542477212254944,0.114975699539774,65,0.318890597137074,"PIPO_spring_o_38"
0.000442979466249662,0.00014174741629268,45,0.294861433014724,"PIPO_spring_o_39"
0.00457801283091442,0.000628029144183424,50,0.295286093591259,"PIPO_spring_o_39"
0.00894000223508263,0.00278255940220712,55,0.284836662302233,"PIPO_spring_o_39"
0.0266991095110662,0.0123284673944206,60,0.423421161820508,"PIPO_spring_o_39"
0.0542477212254944,0.114975699539774,65,0.318890597137074,"PIPO_spring_o_39"
0.000442979466249662,0.00014174741629268,45,0.281620538648421,"PIPO_spring_o_40"
0.00383450796280291,0.000628029144183424,50,0.29562298406636,"PIPO_spring_o_40"
0.00779074680570552,0.00278255940220712,55,0.280072079219589,"PIPO_spring_o_40"
0.0243400970007123,0.0123284673944206,60,0.439424929303375,"PIPO_spring_o_40"
0.0542477212254944,0.114975699539774,65,0.318890597137074,"PIPO_spring_o_40"
0.000442979466249662,0.00014174741629268,45,0.281620538648421,"PIPO_spring_o_41"
0.00383450796280291,0.000628029144183424,50,0.332856730676354,"PIPO_spring_o_41"
0.00779074680570552,0.00278255940220712,55,0.280072079219589,"PIPO_spring_o_41"
0.0266991095110662,0.0123284673944206,60,0.423421161820508,"PIPO_spring_o_41"
0.0542477212254944,0.114975699539774,65,0.318890597137074,"PIPO_spring_o_41"
0.000442979466249662,0.00014174741629268,45,0.281620538648421,"PIPO_spring_o_42"
0.00269014023978664,0.000911162756115489,50,0.284223443498339,"PIPO_spring_o_42"
0.00894000223508263,0.00278255940220712,55,0.27936684247362,"PIPO_spring_o_42"
0.0225622942971272,0.0123284673944206,60,0.384855890861827,"PIPO_spring_o_42"
0.0542477212254944,0.114975699539774,65,0.326501573461534,"PIPO_spring_o_42"
0.000442979466249662,0.00014174741629268,45,0.299901586156905,"PIPO_spring_o_43"
0.00383450796280291,0.000628029144183424,50,0.29562298406636,"PIPO_spring_o_43"
0.00894000223508263,0.00278255940220712,55,0.287254894202025,"PIPO_spring_o_43"
0.0266991095110662,0.0123284673944206,60,0.423421161820508,"PIPO_spring_o_43"
0.0542477212254944,0.114975699539774,65,0.318890597137074,"PIPO_spring_o_43"
0.000442979466249662,0.00014174741629268,45,0.281620538648421,"PIPO_spring_o_44"
0.00383450796280291,0.000628029144183424,50,0.29562298406636,"PIPO_spring_o_44"
0.00894000223508263,0.00278255940220712,55,0.286973022370957,"PIPO_spring_o_44"
0.0266991095110662,0.0123284673944206,60,0.423421161820508,"PIPO_spring_o_44"
0.0400592727784362,0.166810053720005,65,0.292552339682634,"PIPO_spring_o_44"
0.000442979466249662,0.00014174741629268,45,0.270408065039104,"PIPO_spring_o_45"
0.00383450796280291,0.000628029144183424,50,0.29562298406636,"PIPO_spring_o_45"
0.00894000223508263,0.00278255940220712,55,0.262902406071695,"PIPO_spring_o_45"
0.0266991095110662,0.0123284673944206,60,0.423421161820508,"PIPO_spring_o_45"
0.0542477212254944,0.114975699539774,65,0.318890597137074,"PIPO_spring_o_45"
0.000442979466249662,0.00014174741629268,45,0.294861433014724,"PIPO_spring_o_46"
0.00383450796280291,0.000628029144183424,50,0.29562298406636,"PIPO_spring_o_46"
0.00779074680570552,0.00278255940220712,55,0.280072079219589,"PIPO_spring_o_46"
0.0225622942971272,0.0123284673944206,60,0.384855890861827,"PIPO_spring_o_46"
0.0542477212254944,0.114975699539774,65,0.318890597137074,"PIPO_spring_o_46"
0.000442979466249662,0.00014174741629268,45,0.281158752135689,"PIPO_spring_o_47"
0.00383450796280291,0.000628029144183424,50,0.29562298406636,"PIPO_spring_o_47"
0.00779074680570552,0.00278255940220712,55,0.278796214059884,"PIPO_spring_o_47"
0.0266991095110662,0.0123284673944206,60,0.428660844622806,"PIPO_spring_o_47"
0.0542477212254944,0.114975699539774,65,0.318890597137074,"PIPO_spring_o_47"
0.000442979466249662,0.00014174741629268,45,0.300545882957517,"PIPO_spring_o_48"
0.00383450796280291,0.000628029144183424,50,0.29562298406636,"PIPO_spring_o_48"
0.00894000223508263,0.00278255940220712,55,0.27936684247362,"PIPO_spring_o_48"
0.0266991095110662,0.0123284673944206,60,0.423421161820508,"PIPO_spring_o_48"
0.0542477212254944,0.114975699539774,65,0.326924073530889,"PIPO_spring_o_48"
0.000442979466249662,0.00014174741629268,45,0.287533508831839,"PIPO_spring_o_49"
0.00383450796280291,0.000628029144183424,50,0.29562298406636,"PIPO_spring_o_49"
0.00894000223508263,0.00278255940220712,55,0.272668110914976,"PIPO_spring_o_49"
0.0266991095110662,0.0123284673944206,60,0.430782285460912,"PIPO_spring_o_49"
0.0542477212254944,0.114975699539774,65,0.318890597137074,"PIPO_spring_o_49"
0.000618555236633261,9.77009957299226e-05,45,0.289277705643623,"PIPO_spring_o_50"
0.00383450796280291,0.000628029144183424,50,0.29562298406636,"PIPO_spring_o_50"
0.00894000223508263,0.00278255940220712,55,0.27936684247362,"PIPO_spring_o_50"
0.0266991095110662,0.0123284673944206,60,0.423421161820508,"PIPO_spring_o_50"
0.0542477212254944,0.114975699539774,65,0.325398413696841,"PIPO_spring_o_50"
0.000442979466249662,0.00014174741629268,45,0.287533508831839,"PIPO_spring_o_51"
0.00269014023978664,0.000911162756115489,50,0.284223443498339,"PIPO_spring_o_51"
0.00894000223508263,0.00278255940220712,55,0.27936684247362,"PIPO_spring_o_51"
0.0280881129079005,0.0123284673944206,60,0.381292483949729,"PIPO_spring_o_51"
0.0542477212254944,0.114975699539774,65,0.318890597137074,"PIPO_spring_o_51"
0.000442979466249662,0.00014174741629268,45,0.281620538648421,"PIPO_spring_o_52"
0.00383450796280291,0.000628029144183424,50,0.29562298406636,"PIPO_spring_o_52"
0.00779074680570552,0.00278255940220712,55,0.292740646708754,"PIPO_spring_o_52"
0.0243400970007123,0.0123284673944206,60,0.441809829982591,"PIPO_spring_o_52"
0.0542477212254944,0.114975699539774,65,0.321694765512205,"PIPO_spring_o_52"
0.000442979466249662,0.00014174741629268,45,0.281620538648421,"PIPO_spring_o_53"
0.00457801283091442,0.000628029144183424,50,0.295286093591259,"PIPO_spring_o_53"
0.00894000223508263,0.00278255940220712,55,0.27936684247362,"PIPO_spring_o_53"
0.0266991095110662,0.0123284673944206,60,0.423421161820508,"PIPO_spring_o_53"
0.0542477212254944,0.114975699539774,65,0.329201612154403,"PIPO_spring_o_53"
0.000442979466249662,0.00014174741629268,45,0.281620538648421,"PIPO_spring_o_54"
0.00383450796280291,0.000628029144183424,50,0.22092066959535,"PIPO_spring_o_54"
0.00894000223508263,0.00278255940220712,55,0.27936684247362,"PIPO_spring_o_54"
0.0266991095110662,0.0123284673944206,60,0.423421161820508,"PIPO_spring_o_54"
0.0542477212254944,0.114975699539774,65,0.315683942736239,"PIPO_spring_o_54"
0.000442979466249662,0.00014174741629268,45,0.294738834495148,"PIPO_spring_o_55"
0.00383450796280291,0.000628029144183424,50,0.29562298406636,"PIPO_spring_o_55"
0.00894000223508263,0.00278255940220712,55,0.286643463215614,"PIPO_spring_o_55"
0.0266991095110662,0.0123284673944206,60,0.429141714918915,"PIPO_spring_o_55"
0.0542477212254944,0.114975699539774,65,0.318890597137074,"PIPO_spring_o_55"
0.000442979466249662,0.00014174741629268,45,0.28781299424611,"PIPO_spring_o_56"
0.00383450796280291,0.000628029144183424,50,0.29562298406636,"PIPO_spring_o_56"
0.00894000223508263,0.00278255940220712,55,0.27936684247362,"PIPO_spring_o_56"
0.0266991095110662,0.0123284673944206,60,0.423421161820508,"PIPO_spring_o_56"
0.0485012476981642,0.114975699539774,65,0.299132373495806,"PIPO_spring_o_56"
0.000618555236633261,9.77009957299226e-05,45,0.275734799491376,"PIPO_spring_o_57"
0.00383450796280291,0.000628029144183424,50,0.29562298406636,"PIPO_spring_o_57"
0.00894000223508263,0.00278255940220712,55,0.27936684247362,"PIPO_spring_o_57"
0.0266991095110662,0.0123284673944206,60,0.423421161820508,"PIPO_spring_o_57"
0.0542477212254944,0.114975699539774,65,0.327964975434329,"PIPO_spring_o_57"
0.000618555236633261,9.77009957299226e-05,45,0.259675500944702,"PIPO_spring_o_58"
0.00383450796280291,0.000628029144183424,50,0.29562298406636,"PIPO_spring_o_58"
0.00894000223508263,0.00278255940220712,55,0.27936684247362,"PIPO_spring_o_58"
0.0266991095110662,0.0123284673944206,60,0.422530428899208,"PIPO_spring_o_58"
0.0542477212254944,0.114975699539774,65,0.326924073530889,"PIPO_spring_o_58"
0.000618555236633261,9.77009957299226e-05,45,0.255175827011345,"PIPO_spring_o_59"
0.00383450796280291,0.000628029144183424,50,0.29562298406636,"PIPO_spring_o_59"
0.00894000223508263,0.00278255940220712,55,0.27936684247362,"PIPO_spring_o_59"
0.0266991095110662,0.0123284673944206,60,0.423421161820508,"PIPO_spring_o_59"
0.0542477212254944,0.114975699539774,65,0.320608031953286,"PIPO_spring_o_59"
0.000442979466249662,0.00014174741629268,45,0.281158752135689,"PIPO_spring_o_60"
0.00383450796280291,0.000628029144183424,50,0.29562298406636,"PIPO_spring_o_60"
0.00894000223508263,0.00278255940220712,55,0.27936684247362,"PIPO_spring_o_60"
0.0266991095110662,0.0123284673944206,60,0.428660844622806,"PIPO_spring_o_60"
0.0542477212254944,0.114975699539774,65,0.326501573461534,"PIPO_spring_o_60"
0.000618555236633261,9.77009957299226e-05,45,0.269232432769149,"PIPO_spring_o_61"
0.00383450796280291,0.000628029144183424,50,0.29562298406636,"PIPO_spring_o_61"
0.00894000223508263,0.00278255940220712,55,0.281439306497517,"PIPO_spring_o_61"
0.0266991095110662,0.0123284673944206,60,0.423421161820508,"PIPO_spring_o_61"
0.0542477212254944,0.114975699539774,65,0.318890597137074,"PIPO_spring_o_61"
0.000442979466249662,0.00014174741629268,45,0.281620538648421,"PIPO_spring_o_62"
0.00383450796280291,0.000628029144183424,50,0.29562298406636,"PIPO_spring_o_62"
0.00894000223508263,0.00278255940220712,55,0.286643463215614,"PIPO_spring_o_62"
0.0266991095110662,0.0123284673944206,60,0.423421161820508,"PIPO_spring_o_62"
0.0542477212254944,0.114975699539774,65,0.329201612154403,"PIPO_spring_o_62"
0.000442979466249662,0.00014174741629268,45,0.281620538648421,"PIPO_spring_o_63"
0.00383450796280291,0.000628029144183424,50,0.294491524427925,"PIPO_spring_o_63"
0.00894000223508263,0.00278255940220712,55,0.27936684247362,"PIPO_spring_o_63"
0.0266991095110662,0.0123284673944206,60,0.423421161820508,"PIPO_spring_o_63"
0.0485012476981642,0.166810053720005,65,0.330011552630603,"PIPO_spring_o_63"
0.000442979466249662,0.00014174741629268,45,0.281620538648421,"PIPO_spring_o_64"
0.00383450796280291,0.000628029144183424,50,0.309656318210175,"PIPO_spring_o_64"
0.00779074680570552,0.00278255940220712,55,0.292740646708754,"PIPO_spring_o_64"
0.0266991095110662,0.0123284673944206,60,0.430782285460912,"PIPO_spring_o_64"
0.0542477212254944,0.114975699539774,65,0.318890597137074,"PIPO_spring_o_64"
0.000442979466249662,0.00014174741629268,45,0.270408065039104,"PIPO_spring_o_65"
0.00269014023978664,0.000911162756115489,50,0.284223443498339,"PIPO_spring_o_65"
0.00894000223508263,0.00278255940220712,55,0.27936684247362,"PIPO_spring_o_65"
0.0266991095110662,0.0123284673944206,60,0.428660844622806,"PIPO_spring_o_65"
0.0542477212254944,0.114975699539774,65,0.318890597137074,"PIPO_spring_o_65"
0.000442979466249662,0.00014174741629268,45,0.278599357031919,"PIPO_spring_o_66"
0.00383450796280291,0.000628029144183424,50,0.29562298406636,"PIPO_spring_o_66"
0.00894000223508263,0.00278255940220712,55,0.27107964872117,"PIPO_spring_o_66"
0.0266991095110662,0.0123284673944206,60,0.423421161820508,"PIPO_spring_o_66"
0.0485012476981642,0.114975699539774,65,0.299132373495806,"PIPO_spring_o_66"
0.000442979466249662,0.00014174741629268,45,0.281620538648421,"PIPO_spring_o_67"
0.00383450796280291,0.000628029144183424,50,0.309713759645806,"PIPO_spring_o_67"
