"jackVar","temperature","pT","pT.min","pT.max","cT","cT.min","cT.max","nrmse"
"PIPO_allothers_46",60,0.0243401,0.00864986118216659,0.0382001400005301,0.02595024,0.011574132322472,0.0501358017530241,0.3362027
"PIPO_allothers_46",65,0.03440533,0.0173948691168326,0.142124140088901,0.1668101,0.0473223517207625,0.376217374792346,0.3287524
"PIPO_allothers_47",45,0.0006185552,0.000310735819859304,0.00253885561861386,0.0002056512,5.0272305067483e-05,0.000399669795551395,0.397164
"PIPO_allothers_47",50,0.003211754,0.00115609684131289,0.00510563814404028,0.0006280291,0.000377241691085703,0.0016341021607751,0.3178663
"PIPO_allothers_47",55,0.007790747,0.00362398715857851,0.0121863183449154,0.002782559,0.00239038944552632,0.007912231487068,0.292927
"PIPO_allothers_47",60,0.0243401,0.00864986118216659,0.0382001400005301,0.02595024,0.011574132322472,0.0501358017530241,0.3338326
"PIPO_allothers_47",65,0.03440533,0.0173948691168326,0.142124140088901,0.1668101,0.0473223517207625,0.376217374792346,0.3313817
"PIPO_allothers_48",45,0.0006185552,0.000310735819859304,0.00253885561861386,0.0002056512,5.0272305067483e-05,0.000399669795551395,0.3929691
"PIPO_allothers_48",50,0.003211754,0.00115609684131289,0.00510563814404028,0.0006280291,0.000377241691085703,0.0016341021607751,0.3256456
"PIPO_allothers_48",55,0.007790747,0.00362398715857851,0.0121863183449154,0.002782559,0.00239038944552632,0.007912231487068,0.2914089
"PIPO_allothers_48",60,0.0243401,0.00864986118216659,0.0382001400005301,0.02595024,0.011574132322472,0.0501358017530241,0.3338326
"PIPO_allothers_48",65,0.03440533,0.0173948691168326,0.142124140088901,0.1668101,0.0473223517207625,0.376217374792346,0.3287524
"PIPO_allothers_49",45,0.0004429795,0.000188893841855427,0.00281151978214786,0.0002983647,4.49722205655518e-05,0.000698272960905928,0.407516
"PIPO_allothers_49",50,0.003211754,0.000818283652686403,0.00552261164165012,0.0006280291,0.000345529579837719,0.00240273906060579,0.3178663
"PIPO_allothers_49",55,0.007790747,0.00284402125883672,0.0135208805700101,0.002782559,0.00212261693511976,0.0103405228645932,0.2922005
"PIPO_allothers_49",60,0.0243401,0.00696295055210716,0.0469930832090545,0.02595024,0.00913497820476805,0.0635226916337737,0.3338326
"PIPO_allothers_49",65,0.03398734,0.0136771834306371,0.203572924355747,0.1668101,0.0314332219335866,0.488056152761809,0.3310904
