"pT","cT","temperature","nrmse","jackVar"
0.0006185552,0.0002056512,45,0.397164,"PIPO_allothers_84"
0.003211754,0.0006280291,50,0.3214485,"PIPO_allothers_84"
0.007790747,0.002782559,55,0.2914089,"PIPO_allothers_84"
0.0243401,0.02595024,60,0.3338326,"PIPO_allothers_84"
0.03440533,0.1149757,65,0.3114085,"PIPO_allothers_84"
0.0006185552,0.0002056512,45,0.397164,"PIPO_allothers_85"
0.003211754,0.0006280291,50,0.3186233,"PIPO_allothers_85"
0.007790747,0.002782559,55,0.2914089,"PIPO_allothers_85"
0.0243401,0.02595024,60,0.3359759,"PIPO_allothers_85"
0.03440533,0.1668101,65,0.3284061,"PIPO_allothers_85"
0.0006185552,0.0002056512,45,0.3974768,"PIPO_allothers_86"
0.003211754,0.0006280291,50,0.3178663,"PIPO_allothers_86"
0.007790747,0.002782559,55,0.2914089,"PIPO_allothers_86"
0.0243401,0.02595024,60,0.3338326,"PIPO_allothers_86"
0.03354384,0.1668101,65,0.3267796,"PIPO_allothers_86"
0.0006185552,0.0002056512,45,0.3930343,"PIPO_allothers_87"
0.003211754,0.0006280291,50,0.3178663,"PIPO_allothers_87"
0.007790747,0.002782559,55,0.2914089,"PIPO_allothers_87"
0.0243401,0.02595024,60,0.333612,"PIPO_allothers_87"
0.03440533,0.1668101,65,0.328682,"PIPO_allothers_87"
0.0006185552,0.0002056512,45,0.397164,"PIPO_allothers_88"
0.003211754,0.0006280291,50,0.3178663,"PIPO_allothers_88"
0.007790747,0.002782559,55,0.2914089,"PIPO_allothers_88"
0.0243401,0.02595024,60,0.3331435,"PIPO_allothers_88"
0.03440533,0.1668101,65,0.329514,"PIPO_allothers_88"
0.0006185552,0.0002056512,45,0.3973561,"PIPO_allothers_89"
0.003211754,0.0006280291,50,0.3178663,"PIPO_allothers_89"
0.007790747,0.002782559,55,0.2966012,"PIPO_allothers_89"
0.0243401,0.02595024,60,0.3338326,"PIPO_allothers_89"
0.03440533,0.1668101,65,0.3287524,"PIPO_allothers_89"
0.0006185552,0.0002056512,45,0.387815,"PIPO_allothers_90"
0.003211754,0.0006280291,50,0.3178663,"PIPO_allothers_90"
0.007790747,0.002782559,55,0.2914089,"PIPO_allothers_90"
0.0243401,0.02595024,60,0.3337434,"PIPO_allothers_90"
0.03440533,0.1668101,65,0.3317929,"PIPO_allothers_90"
0.0006185552,0.0002056512,45,0.397164,"PIPO_allothers_91"
0.003211754,0.0006280291,50,0.3168363,"PIPO_allothers_91"
0.007790747,0.002782559,55,0.2938626,"PIPO_allothers_91"
0.0243401,0.02595024,60,0.3338326,"PIPO_allothers_91"
0.03398734,0.1668101,65,0.3333137,"PIPO_allothers_91"
0.0004429795,0.0002983647,45,0.4016545,"PIPO_allothers_92"
0.003211754,0.0006280291,50,0.3196188,"PIPO_allothers_92"
0.007790747,0.002782559,55,0.2938888,"PIPO_allothers_92"
0.0243401,0.02595024,60,0.3338326,"PIPO_allothers_92"
0.03440533,0.1668101,65,0.3287524,"PIPO_allothers_92"
0.0006185552,0.0002056512,45,0.397164,"PIPO_allothers_93"
0.003211754,0.0006280291,50,0.3178663,"PIPO_allothers_93"
0.007790747,0.002782559,55,0.2914089,"PIPO_allothers_93"
0.0243401,0.02595024,60,0.3307513,"PIPO_allothers_93"
0.03398734,0.1668101,65,0.3322892,"PIPO_allothers_93"
0.0006185552,0.0002056512,45,0.4030864,"PIPO_allothers_94"
0.003211754,0.0006280291,50,0.3178663,"PIPO_allothers_94"
0.007790747,0.002782559,55,0.2914089,"PIPO_allothers_94"
0.0243401,0.02595024,60,0.3362241,"PIPO_allothers_94"
0.03440533,0.1668101,65,0.3287524,"PIPO_allothers_94"
0.0006185552,0.0002056512,45,0.397164,"PIPO_allothers_95"
0.003211754,0.0006280291,50,0.3205501,"PIPO_allothers_95"
0.007790747,0.002782559,55,0.2932115,"PIPO_allothers_95"
0.02256229,0.03764936,60,0.3360586,"PIPO_allothers_95"
0.03440533,0.1668101,65,0.3287524,"PIPO_allothers_95"
0.0006185552,0.0002056512,45,0.397164,"PIPO_allothers_96"
0.003211754,0.0006280291,50,0.3178663,"PIPO_allothers_96"
0.007790747,0.002782559,55,0.289063,"PIPO_allothers_96"
0.02669911,0.0178865,60,0.306063,"PIPO_allothers_96"
0.03440533,0.1668101,65,0.3287524,"PIPO_allothers_96"
0.0006185552,0.0002056512,45,0.3940502,"PIPO_allothers_97"
0.003211754,0.0006280291,50,0.3178663,"PIPO_allothers_97"
0.007790747,0.002782559,55,0.2939683,"PIPO_allothers_97"
0.0243401,0.02595024,60,0.3338326,"PIPO_allothers_97"
0.03528894,0.1668101,65,0.3187034,"PIPO_allothers_97"
0.0006185552,0.0002056512,45,0.397164,"PIPO_allothers_98"
0.003211754,0.0006280291,50,0.3220891,"PIPO_allothers_98"
0.007790747,0.002782559,55,0.2902715,"PIPO_allothers_98"
0.0243401,0.02595024,60,0.3362521,"PIPO_allothers_98"
0.03440533,0.1668101,65,0.3287524,"PIPO_allothers_98"
0.0006185552,0.0002056512,45,0.397164,"PIPO_allothers_99"
0.003211754,0.0006280291,50,0.3178663,"PIPO_allothers_99"
0.007790747,0.002782559,55,0.2938732,"PIPO_allothers_99"
0.0243401,0.02595024,60,0.3360741,"PIPO_allothers_99"
0.03440533,0.1668101,65,0.3307853,"PIPO_allothers_99"
0.0006185552,0.0002056512,45,0.3756201,"PIPO_allothers_100"
0.003211754,0.0006280291,50,0.3178663,"PIPO_allothers_100"
0.007790747,0.002782559,55,0.2914089,"PIPO_allothers_100"
0.0243401,0.02595024,60,0.3338326,"PIPO_allothers_100"
0.03398734,0.1668101,65,0.3337431,"PIPO_allothers_100"
