"groupVar","temperature","intercept","estimate","delta1","delta2","std.err","AdjR2","f.stat","est.min1","est.max1","est.min2","est.max2"
"PSME_spring_n",45,-21.298586492101,-5.26589581550103,0.20129714725199,0.0585594388960567,0.00341878917388553,0.956067498611204,10860.3334484854,-5.66043822411493,-4.87135340688713,-5.3806723157373,-5.15111931526476
"PSME_spring_n",50,-21.298586492101,-3.48448574032325,0.199588199195502,0.0523843072888753,0.00341878917388553,0.956067498611204,10860.3334484854,-3.87567861074643,-3.09329286990006,-3.58715898260944,-3.38181249803705
"PSME_spring_n",55,-21.298586492101,-1.70307566514547,0.196917151191307,0.0410491269740532,0.00341878917388553,0.956067498611204,10860.3334484854,-2.08903328148043,-1.31711804881051,-1.78353195401461,-1.62261937627633
"PSME_spring_n",60,-21.298586492101,0.0783344100323085,0.199265038159064,0.0511392395775008,0.00341878917388553,0.956067498611204,10860.3334484854,-0.312225064759457,0.468893884824074,-0.0218984995395931,0.17856731960421
"PSME_spring_n",65,-21.298586492101,1.85974448521009,0.196282834936619,0.0378895458245108,0.00341878917388553,0.956067498611204,10860.3334484854,1.47503012873432,2.24445884168586,1.78548097539405,1.93400799502613
"PSME_spring_o",45,-33.2928685336835,-8.82350607635329,0.203700524607661,0.0616244892840609,0.00225823621545154,0.991466941375922,57980.4450668108,-9.22275910458431,-8.42425304812228,-8.94429007535005,-8.70272207735654
"PSME_spring_o",50,-33.2928685336835,-6.10468802553882,0.19802212898175,0.0389414627428154,0.00225823621545154,0.991466941375922,57980.4450668108,-6.49281139834305,-5.71656465273459,-6.18101329251474,-6.0283627585629
"PSME_spring_o",55,-33.2928685336835,-3.38586997472435,0.198714986867146,0.0423239879937511,0.00225823621545154,0.991466941375922,57980.4450668108,-3.77535134898396,-2.99638860046474,-3.4688249911921,-3.3029149582566
"PSME_spring_o",60,-33.2928685336835,-0.667051923909881,0.200476212764391,0.0499438268301344,0.00225823621545154,0.991466941375922,57980.4450668108,-1.05998530092809,-0.274118546891675,-0.764941824496944,-0.569162023322817
"PSME_spring_o",65,-33.2928685336835,2.05176612690459,0.198911843234935,0.0432388174353147,0.00225823621545154,0.991466941375922,57980.4450668108,1.66189891416412,2.44163333964506,1.96701804473137,2.13651420907781
"PSME_allautumn",45,-32.2293068050732,-9.58861556341526,0.289784762647711,0.0637508851829969,0.00355349902408278,0.975711445228541,20046.6558963802,-10.1565936982048,-9.02063742862574,-9.71356729837393,-9.46366382845658
"PSME_allautumn",50,-32.2293068050732,-7.07298320323104,0.287641318100671,0.0531647870071632,0.00355349902408278,0.975711445228541,20046.6558963802,-7.63676018670836,-6.50920621975373,-7.17718618576508,-6.968780220697
"PSME_allautumn",55,-32.2293068050732,-4.55735084304683,0.287319593267758,0.0513956746660213,0.00355349902408278,0.975711445228541,20046.6558963802,-5.12049724585163,-3.99420444024202,-4.65808636539223,-4.45661532070142
"PSME_allautumn",60,-32.2293068050732,-2.04171848286261,0.285449270569198,0.0396264150196909,0.00355349902408278,0.975711445228541,20046.6558963802,-2.60119905317824,-1.48223791254699,-2.11938625630121,-1.96405070942402
"PSME_allautumn",65,-32.2293068050732,0.4739138773216,0.285081474737309,0.0368837896266715,0.00355349902408278,0.975711445228541,20046.6558963802,-0.0848458131635256,1.03267356780673,0.401621649653324,0.546206104989876
