"bootVar","temperature","pT","pT.min","pT.max","cT","cT.min","cT.max","nrmse"
"PIPO_spring_o_14",65,0.0542477212254944,0.0212880614975711,0.246829635904415,0.114975699539774,0.0410188450923212,0.177681754606204,0.318890597137074
"PIPO_spring_o_15",45,0.000618555236633261,0.000348096221458244,0.00217671528997855,9.77009957299226e-05,5.17865978110278e-05,0.000184323453752463,0.274617619111559
"PIPO_spring_o_15",50,0.00383450796280291,0.00135258669170033,0.00494418210251813,0.000628029144183424,0.00034545938680811,0.000847753651068692,0.29562298406636
"PIPO_spring_o_15",55,0.00779074680570552,0.00452578746934483,0.013041394838747,0.00278255940220712,0.00207779561462217,0.0043244664111504,0.280072079219589
"PIPO_spring_o_15",60,0.0266991095110662,0.0119377846770487,0.0436368195148976,0.0123284673944206,0.0105990193416945,0.0260098804310685,0.423421161820508
"PIPO_spring_o_15",65,0.0542477212254944,0.0271154347174918,0.169558236216189,0.114975699539774,0.0487477700842999,0.173507388484126,0.318890597137074
"PIPO_spring_o_16",45,0.000618555236633261,0.000349048405264208,0.0022936053538776,9.77009957299226e-05,5.17865978110278e-05,0.000184323453752463,0.249805115256812
"PIPO_spring_o_16",50,0.00383450796280291,0.00136616941862884,0.00517199889590153,0.000628029144183424,0.00034545938680811,0.000847753651068692,0.306844088189005
"PIPO_spring_o_16",55,0.00894000223508263,0.00458596230352834,0.0135985040109547,0.00278255940220712,0.00207779561462217,0.0043244664111504,0.27936684247362
"PIPO_spring_o_16",60,0.0266991095110662,0.0120576643641659,0.0456475060327489,0.0123284673944206,0.0105990193416945,0.0260098804310685,0.423421161820508
"PIPO_spring_o_16",65,0.0542477212254944,0.0271896063868122,0.178663548774597,0.114975699539774,0.0487477700842999,0.173507388484126,0.328694098338253
"PIPO_spring_o_17",45,0.000442979466249662,0.000207372782980495,0.00258617985764039,0.00014174741629268,5.8686604663761e-05,0.000254213371075378,0.281620538648421
"PIPO_spring_o_17",50,0.00383450796280291,0.000953063659038919,0.00567603623365192,0.000628029144183424,0.000374013007464724,0.00105456387364005,0.29562298406636
"PIPO_spring_o_17",55,0.00894000223508263,0.00356533823723645,0.0153046330193115,0.00278255940220712,0.00211496492540851,0.00493036019806504,0.270175482842892
"PIPO_spring_o_17",60,0.0266991095110662,0.00961343287188908,0.0572534612909783,0.0123284673944206,0.0098880107210053,0.027880150370228,0.438999303077892
"PIPO_spring_o_17",65,0.0542477212254944,0.0210991486726714,0.263130930329248,0.114975699539774,0.0410188450923212,0.177681754606204,0.318890597137074
"PIPO_spring_o_18",45,0.000442979466249662,0.000224096319656107,0.00184966229945824,0.00014174741629268,6.86984015895168e-05,0.000339414299575969,0.281620538648421
"PIPO_spring_o_18",50,0.00328362043754153,0.000984668631329949,0.004379908048006,0.000911162756115489,0.000430029618664369,0.0013306915177432,0.2872181929707
"PIPO_spring_o_18",55,0.00640239898367502,0.00364229586266842,0.0123199175742871,0.00403701725859655,0.0023629760925596,0.00594313259571999,0.282625322071875
"PIPO_spring_o_18",60,0.0266991095110662,0.0102451431211372,0.0455714576269523,0.0123284673944206,0.0105535205202294,0.0326570069341171,0.423421161820508
"PIPO_spring_o_18",65,0.0542477212254944,0.0242599877947369,0.200238829794718,0.114975699539774,0.0413756293006586,0.204422226917446,0.328039992841415
"PIPO_spring_o_19",45,0.000317240556537685,0.000122777338509395,0.00292616219600345,0.000298364724028334,5.36345772470398e-05,0.000679471585347248,0.272841280517652
"PIPO_spring_o_19",50,0.00383450796280291,0.000663252438411272,0.00624442278629251,0.000628029144183424,0.00034466727949719,0.00207560829818626,0.29562298406636
"PIPO_spring_o_19",55,0.00894000223508263,0.00276633757760694,0.0172591945436597,0.00278255940220712,0.00180056030225948,0.00779950564331298,0.27936684247362
"PIPO_spring_o_19",60,0.0266991095110662,0.00764598427418493,0.0719858015746169,0.0123284673944206,0.00676595880391778,0.0407450346290055,0.423421161820508
"PIPO_spring_o_19",65,0.0542477212254944,0.0163165112619404,0.388872726881121,0.114975699539774,0.0206682377033045,0.261836318274945,0.328694098338253
"PIPO_spring_o_20",45,0.000442979466249662,0.000207372782980495,0.00258617985764039,0.00014174741629268,5.8686604663761e-05,0.000254213371075378,0.286674760716857
"PIPO_spring_o_20",50,0.00383450796280291,0.000953063659038919,0.00567603623365192,0.000628029144183424,0.000374013007464724,0.00105456387364005,0.29562298406636
"PIPO_spring_o_20",55,0.00894000223508263,0.00356533823723645,0.0153046330193115,0.00278255940220712,0.00211496492540851,0.00493036019806504,0.262828421444464
"PIPO_spring_o_20",60,0.0266991095110662,0.00961343287188908,0.0572534612909783,0.0123284673944206,0.0098880107210053,0.027880150370228,0.428660844622806
"PIPO_spring_o_20",65,0.0542477212254944,0.0210991486726714,0.263130930329248,0.114975699539774,0.0410188450923212,0.177681754606204,0.318890597137074
"PIPO_spring_o_21",45,0.000442979466249662,0.000207372782980495,0.00258617985764039,0.000205651230834865,5.79065604605731e-05,0.000402669743670418,0.255783183684199
"PIPO_spring_o_21",50,0.00383450796280291,0.000953063659038919,0.00567603623365192,0.000628029144183424,0.000367160617464666,0.00144675980283173,0.29562298406636
"PIPO_spring_o_21",55,0.00894000223508263,0.00356533823723645,0.0153046330193115,0.00278255940220712,0.00198740242236856,0.00608895084375503,0.27936684247362
"PIPO_spring_o_21",60,0.0266991095110662,0.00961343287188908,0.0572534612909783,0.0123284673944206,0.0083643432951871,0.0329588607300085,0.428660844622806
"PIPO_spring_o_21",65,0.0542477212254944,0.0210991486726714,0.263130930329248,0.114975699539774,0.0300524085724865,0.208977973485426,0.318890597137074
"PIPO_spring_o_22",45,0.000442979466249662,0.000186171013274947,0.00331949720790268,0.00014174741629268,5.8686604663761e-05,0.000254213371075378,0.286046626587468
"PIPO_spring_o_22",50,0.00457801283091442,0.000885771690805415,0.00679243810829571,0.000628029144183424,0.000374013007464724,0.00105456387364005,0.306103502040143
"PIPO_spring_o_22",55,0.00894000223508263,0.00333178101172275,0.017580618633305,0.00278255940220712,0.00211496492540851,0.00493036019806504,0.27936684247362
"PIPO_spring_o_22",60,0.0266991095110662,0.00862352669290377,0.0661285204131145,0.0123284673944206,0.0098880107210053,0.027880150370228,0.423421161820508
"PIPO_spring_o_22",65,0.0542477212254944,0.0176456757358725,0.314628847458001,0.114975699539774,0.0410188450923212,0.177681754606204,0.318890597137074
"PIPO_spring_o_23",45,0.000442979466249662,0.000240310204940423,0.00168070111652276,0.00014174741629268,5.88641999249728e-05,0.000341333612811517,0.286177142909077
"PIPO_spring_o_23",50,0.00269014023978664,0.00105135675028212,0.00415964365792248,0.000911162756115489,0.000377213745976949,0.00130719922747439,0.284223443498339
"PIPO_spring_o_23",55,0.00894000223508263,0.00392487402851199,0.0120649088633401,0.00278255940220712,0.0020944036330086,0.00577787178452254,0.27936684247362
"PIPO_spring_o_23",60,0.0266991095110662,0.0113839673174644,0.0450401326109151,0.0123284673944206,0.00925734608942684,0.0320804736985947,0.423421161820508
"PIPO_spring_o_23",65,0.0542477212254944,0.0281746986353276,0.197050505890198,0.114975699539774,0.0354526926219953,0.205578189663426,0.318890597137074
"PIPO_spring_o_24",45,0.000442979466249662,0.000209229510891556,0.00242596273971275,0.00014174741629268,5.8686604663761e-05,0.000254213371075378,0.270408065039104
"PIPO_spring_o_24",50,0.00383450796280291,0.000951390205733214,0.00538152024081008,0.000628029144183424,0.000374013007464724,0.00105456387364005,0.302267891844727
"PIPO_spring_o_24",55,0.00779074680570552,0.00354229217662038,0.0145792728038301,0.00278255940220712,0.00211496492540851,0.00493036019806504,0.278796214059884
"PIPO_spring_o_24",60,0.0266991095110662,0.00959655295954949,0.0542827156329833,0.0123284673944206,0.0098880107210053,0.027880150370228,0.423421161820508
"PIPO_spring_o_24",65,0.0542477212254944,0.0212880614975711,0.246829635904415,0.114975699539774,0.0410188450923212,0.177681754606204,0.318890597137074
"PIPO_spring_o_25",45,0.000442979466249662,0.000207372782980495,0.00258617985764039,0.00014174741629268,5.8686604663761e-05,0.000254213371075378,0.281620538648421
"PIPO_spring_o_25",50,0.00383450796280291,0.000953063659038919,0.00567603623365192,0.000628029144183424,0.000374013007464724,0.00105456387364005,0.29562298406636
"PIPO_spring_o_25",55,0.00894000223508263,0.00356533823723645,0.0153046330193115,0.00278255940220712,0.00211496492540851,0.00493036019806504,0.27107964872117
"PIPO_spring_o_25",60,0.0266991095110662,0.00961343287188908,0.0572534612909783,0.0123284673944206,0.0098880107210053,0.027880150370228,0.437215639056736
"PIPO_spring_o_25",65,0.0542477212254944,0.0210991486726714,0.263130930329248,0.114975699539774,0.0410188450923212,0.177681754606204,0.327964975434329
"PIPO_spring_o_26",45,0.000442979466249662,0.000209229510891556,0.00242596273971275,0.00014174741629268,9.12067682909454e-05,0.000189826469537278,0.287533508831839
"PIPO_spring_o_26",50,0.00383450796280291,0.000951390205733214,0.00538152024081008,0.000628029144183424,0.000484655618962105,0.000813816224370661,0.29562298406636
"PIPO_spring_o_26",55,0.00779074680570552,0.00354229217662038,0.0145792728038301,0.00278255940220712,0.00242590509676982,0.00370391956248967,0.292740646708754
"PIPO_spring_o_26",60,0.0266991095110662,0.00959655295954949,0.0542827156329833,0.0123284673944206,0.0110410152508542,0.0185396743442515,0.423421161820508
"PIPO_spring_o_26",65,0.0542477212254944,0.0212880614975711,0.246829635904415,0.0792482898353915,0.0473345859856733,0.0985163438310437,0.312300976201609
"PIPO_spring_o_27",45,0.000442979466249662,0.000209229510891556,0.00242596273971275,0.00014174741629268,5.8686604663761e-05,0.000254213371075378,0.281620538648421
"PIPO_spring_o_27",50,0.00383450796280291,0.000951390205733214,0.00538152024081008,0.000628029144183424,0.000374013007464724,0.00105456387364005,0.287429052597652
"PIPO_spring_o_27",55,0.00779074680570552,0.00354229217662038,0.0145792728038301,0.00278255940220712,0.00211496492540851,0.00493036019806504,0.27517503311693
"PIPO_spring_o_27",60,0.0266991095110662,0.00959655295954949,0.0542827156329833,0.0123284673944206,0.0098880107210053,0.027880150370228,0.423421161820508
"PIPO_spring_o_27",65,0.0542477212254944,0.0212880614975711,0.246829635904415,0.114975699539774,0.0410188450923212,0.177681754606204,0.328694098338253
"PIPO_spring_o_28",45,0.000442979466249662,0.000207372782980495,0.00258617985764039,0.00014174741629268,5.8686604663761e-05,0.000254213371075378,0.281620538648421
"PIPO_spring_o_28",50,0.00383450796280291,0.000953063659038919,0.00567603623365192,0.000628029144183424,0.000374013007464724,0.00105456387364005,0.29562298406636
"PIPO_spring_o_28",55,0.00894000223508263,0.00356533823723645,0.0153046330193115,0.00278255940220712,0.00211496492540851,0.00493036019806504,0.274651261129477
"PIPO_spring_o_28",60,0.0266991095110662,0.00961343287188908,0.0572534612909783,0.0123284673944206,0.0098880107210053,0.027880150370228,0.428660844622806
"PIPO_spring_o_28",65,0.0542477212254944,0.0210991486726714,0.263130930329248,0.114975699539774,0.0410188450923212,0.177681754606204,0.318890597137074
"PIPO_spring_o_29",45,0.000442979466249662,0.000207372782980495,0.00258617985764039,0.00014174741629268,5.8686604663761e-05,0.000254213371075378,0.281620538648421
"PIPO_spring_o_29",50,0.00383450796280291,0.000953063659038919,0.00567603623365192,0.000628029144183424,0.000374013007464724,0.00105456387364005,0.318599344497187
"PIPO_spring_o_29",55,0.00894000223508263,0.00356533823723645,0.0153046330193115,0.00278255940220712,0.00211496492540851,0.00493036019806504,0.27936684247362
"PIPO_spring_o_29",60,0.0266991095110662,0.00961343287188908,0.0572534612909783,0.0123284673944206,0.0098880107210053,0.027880150370228,0.429234297908846
"PIPO_spring_o_29",65,0.0542477212254944,0.0210991486726714,0.263130930329248,0.114975699539774,0.0410188450923212,0.177681754606204,0.318890597137074
"PIPO_spring_o_30",45,0.000442979466249662,0.000212193490878219,0.00252742585150636,0.00014174741629268,5.8686604663761e-05,0.000254213371075378,0.281620538648421
"PIPO_spring_o_30",50,0.00383450796280291,0.000952505949790051,0.00549131893927977,0.000628029144183424,0.000374013007464724,0.00105456387364005,0.29562298406636
"PIPO_spring_o_30",55,0.00894000223508263,0.00349333442224704,0.0146028655680966,0.00278255940220712,0.00211496492540851,0.00493036019806504,0.27936684247362
"PIPO_spring_o_30",60,0.0225622942971272,0.00928969770587911,0.0535562984816232,0.0123284673944206,0.0098880107210053,0.027880150370228,0.440701001611957
"PIPO_spring_o_30",65,0.0542477212254944,0.0201836556044063,0.240406492872841,0.114975699539774,0.0410188450923212,0.177681754606204,0.325398413696841
"PIPO_spring_o_31",45,0.000442979466249662,0.000186171013274947,0.00331949720790268,0.00014174741629268,5.8686604663761e-05,0.000254213371075378,0.281620538648421
"PIPO_spring_o_31",50,0.00457801283091442,0.000885771690805415,0.00679243810829571,0.000628029144183424,0.000374013007464724,0.00105456387364005,0.295286093591259
"PIPO_spring_o_31",55,0.00894000223508263,0.00333178101172275,0.017580618633305,0.00278255940220712,0.00211496492540851,0.00493036019806504,0.27936684247362
"PIPO_spring_o_31",60,0.0266991095110662,0.00862352669290377,0.0661285204131145,0.0123284673944206,0.0098880107210053,0.027880150370228,0.423421161820508
"PIPO_spring_o_31",65,0.0542477212254944,0.0176456757358725,0.314628847458001,0.114975699539774,0.0410188450923212,0.177681754606204,0.334775987206471
"PIPO_spring_o_32",45,0.000442979466249662,0.000240310204940423,0.00168070111652276,0.00014174741629268,5.88641999249728e-05,0.000341333612811517,0.26992649063742
"PIPO_spring_o_32",50,0.00269014023978664,0.00105135675028212,0.00415964365792248,0.000911162756115489,0.000377213745976949,0.00130719922747439,0.284223443498339
"PIPO_spring_o_32",55,0.00894000223508263,0.00392487402851199,0.0120649088633401,0.00278255940220712,0.0020944036330086,0.00577787178452254,0.27936684247362
"PIPO_spring_o_32",60,0.0266991095110662,0.0113839673174644,0.0450401326109151,0.0123284673944206,0.00925734608942684,0.0320804736985947,0.422530428899208
"PIPO_spring_o_32",65,0.0542477212254944,0.0281746986353276,0.197050505890198,0.114975699539774,0.0354526926219953,0.205578189663426,0.318890597137074
"PIPO_spring_o_33",45,0.000442979466249662,0.000207372782980495,0.00258617985764039,0.00014174741629268,5.8686604663761e-05,0.000254213371075378,0.281620538648421
"PIPO_spring_o_33",50,0.00383450796280291,0.000953063659038919,0.00567603623365192,0.000628029144183424,0.000374013007464724,0.00105456387364005,0.29562298406636
"PIPO_spring_o_33",55,0.00894000223508263,0.00356533823723645,0.0153046330193115,0.00278255940220712,0.00211496492540851,0.00493036019806504,0.286932342234151
"PIPO_spring_o_33",60,0.0266991095110662,0.00961343287188908,0.0572534612909783,0.0123284673944206,0.0098880107210053,0.027880150370228,0.423421161820508
"PIPO_spring_o_33",65,0.0542477212254944,0.0210991486726714,0.263130930329248,0.114975699539774,0.0410188450923212,0.177681754606204,0.33860201366646
"PIPO_spring_o_34",45,0.000442979466249662,0.000186171013274947,0.00331949720790268,0.00014174741629268,5.8686604663761e-05,0.000254213371075378,0.281620538648421
"PIPO_spring_o_34",50,0.00457801283091442,0.000885771690805415,0.00679243810829571,0.000628029144183424,0.000374013007464724,0.00105456387364005,0.293708201187554
"PIPO_spring_o_34",55,0.00894000223508263,0.00333178101172275,0.017580618633305,0.00278255940220712,0.00211496492540851,0.00493036019806504,0.27936684247362
"PIPO_spring_o_34",60,0.0266991095110662,0.00862352669290377,0.0661285204131145,0.0123284673944206,0.0098880107210053,0.027880150370228,0.438999303077892
"PIPO_spring_o_34",65,0.0542477212254944,0.0176456757358725,0.314628847458001,0.114975699539774,0.0410188450923212,0.177681754606204,0.326924073530889
"PIPO_spring_o_35",45,0.000442979466249662,0.000204438174088378,0.00262330319060248,0.00014174741629268,5.8686604663761e-05,0.000254213371075378,0.281620538648421
"PIPO_spring_o_35",50,0.00383450796280291,0.000948304181127558,0.00576268075368276,0.000628029144183424,0.000374013007464724,0.00105456387364005,0.29562298406636
"PIPO_spring_o_35",55,0.00894000223508263,0.00357217093826262,0.0155884070801098,0.00278255940220712,0.00211496492540851,0.00493036019806504,0.285651169107944
"PIPO_spring_o_35",60,0.0280881129079005,0.0096629428430144,0.0587200350410409,0.0123284673944206,0.0098880107210053,0.027880150370228,0.381292483949729
"PIPO_spring_o_35",65,0.0542477212254944,0.0212268467270025,0.272377969494599,0.114975699539774,0.0410188450923212,0.177681754606204,0.32653717809103
"PIPO_spring_o_36",45,0.000442979466249662,0.000229496020589919,0.00206419141008653,0.00014174741629268,5.88641999249728e-05,0.000341333612811517,0.281620538648421
"PIPO_spring_o_36",50,0.00328362043754153,0.00101176127209416,0.00478233623131548,0.000911162756115489,0.000377213745976949,0.00130719922747439,0.2872181929707
"PIPO_spring_o_36",55,0.00894000223508263,0.00372878024981885,0.0132539217210252,0.00278255940220712,0.0020944036330086,0.00577787178452254,0.27936684247362
"PIPO_spring_o_36",60,0.0243400970007123,0.0103340625074389,0.04884646498053,0.0123284673944206,0.00925734608942684,0.0320804736985947,0.441809829982591
"PIPO_spring_o_36",65,0.0542477212254944,0.0239420439909359,0.215345614355175,0.114975699539774,0.0354526926219953,0.205578189663426,0.321694765512205
