"groupVar","duration","LD50","accuracy","species","season","age","plotVar"
"PIPO_allothers",87,59.5799999999999,0.0778829974033144,"PIPO","spring and autumn","n and o","spring and autumn_n and o"
"PIPO_allothers",88,59.5599999999999,0.285012541329024,"PIPO","spring and autumn","n and o","spring and autumn_n and o"
"PIPO_allothers",89,59.5099999999989,0.239192000703902,"PIPO","spring and autumn","n and o","spring and autumn_n and o"
"PIPO_allothers",90,59.4499999999998,0.0519775408518726,"PIPO","spring and autumn","n and o","spring and autumn_n and o"
"PSME_spring_n",1,66.7800000000001,0.0474168587259669,"PSME","spring","n","spring_n"
"PSME_spring_n",2,64.49,0.0634956088958205,"PSME","spring","n","spring_n"
"PSME_spring_n",3,63.15,0.0408871489083893,"PSME","spring","n","spring_n"
"PSME_spring_n",4,62.19,0.0973019203329955,"PSME","spring","n","spring_n"
"PSME_spring_n",5,61.46,0.040637486333253,"PSME","spring","n","spring_n"
"PSME_spring_n",6,60.8600000000001,0.0412598795223573,"PSME","spring","n","spring_n"
"PSME_spring_n",7,60.35,0.07787157046684,"PSME","spring","n","spring_n"
"PSME_spring_n",8,59.93,0.148026556851789,"PSME","spring","n","spring_n"
"PSME_spring_n",9,59.5200000000001,0.128352397090438,"PSME","spring","n","spring_n"
"PSME_spring_n",10,59.1900000000001,0.0636849791241403,"PSME","spring","n","spring_n"
"PSME_spring_n",11,58.88,0.0983083190953593,"PSME","spring","n","spring_n"
"PSME_spring_n",12,58.6,0.165238617190582,"PSME","spring","n","spring_n"
"PSME_spring_n",13,58.31,0.167320079888874,"PSME","spring","n","spring_n"
"PSME_spring_n",14,58.08,0.00959938192405474,"PSME","spring","n","spring_n"
"PSME_spring_n",15,57.85,0.0562741630292223,"PSME","spring","n","spring_n"
"PSME_spring_n",16,57.64,0.0379801821897914,"PSME","spring","n","spring_n"
"PSME_spring_n",17,57.44,0.054801907695925,"PSME","spring","n","spring_n"
"PSME_spring_n",18,57.2699999999998,0.156079764382952,"PSME","spring","n","spring_n"
"PSME_spring_n",19,57.08,0.00243368615987549,"PSME","spring","n","spring_n"
"PSME_spring_n",20,56.91,0.0277756442881412,"PSME","spring","n","spring_n"
"PSME_spring_n",21,56.74,0.154391283543653,"PSME","spring","n","spring_n"
"PSME_spring_n",22,56.6,0.00380149664576379,"PSME","spring","n","spring_n"
"PSME_spring_n",23,56.45,0.0599548200330489,"PSME","spring","n","spring_n"
"PSME_spring_n",24,56.31,0.0695374432435258,"PSME","spring","n","spring_n"
"PSME_spring_n",25,56.18,0.0260788402068997,"PSME","spring","n","spring_n"
"PSME_spring_n",26,56.05,0.0476333425793811,"PSME","spring","n","spring_n"
"PSME_spring_n",27,55.9299999999994,0.00554907023921913,"PSME","spring","n","spring_n"
"PSME_spring_n",28,55.82,0.104820960022266,"PSME","spring","n","spring_n"
"PSME_spring_n",29,55.6900000000083,0.0851543304320828,"PSME","spring","n","spring_n"
"PSME_spring_n",30,55.58,0.0753557557519713,"PSME","spring","n","spring_n"
"PSME_spring_n",31,55.4699999999999,0.110956073347104,"PSME","spring","n","spring_n"
"PSME_spring_n",32,55.38,0.0600303627463461,"PSME","spring","n","spring_n"
"PSME_spring_n",33,55.23,0.556650022667249,"PSME","spring","n","spring_n"
"PSME_spring_n",34,55.18,0.0355603049513675,"PSME","spring","n","spring_n"
"PSME_spring_n",35,55.07,0.155989422684542,"PSME","spring","n","spring_n"
"PSME_spring_n",36,54.9900000000001,0.00616593598433468,"PSME","spring","n","spring_n"
"PSME_spring_n",37,54.9,0.0129512137934782,"PSME","spring","n","spring_n"
"PSME_spring_n",38,54.8100000000001,0.0497780286670348,"PSME","spring","n","spring_n"
"PSME_spring_n",39,54.72,0.115146711506696,"PSME","spring","n","spring_n"
"PSME_spring_n",40,54.64,0.0821887248252295,"PSME","spring","n","spring_n"
"PSME_spring_n",41,54.57,0.0507092996930467,"PSME","spring","n","spring_n"
"PSME_spring_n",42,54.47,0.217822963696591,"PSME","spring","n","spring_n"
"PSME_spring_n",43,54.4099999999999,0.00699424175676455,"PSME","spring","n","spring_n"
"PSME_spring_n",44,54.3399999999999,0.0559871164211287,"PSME","spring","n","spring_n"
"PSME_spring_n",45,54.26,0.0282993993808702,"PSME","spring","n","spring_n"
"PSME_spring_n",46,54.19,0.00701143164910434,"PSME","spring","n","spring_n"
"PSME_spring_n",47,54.14,0.247248156483714,"PSME","spring","n","spring_n"
"PSME_spring_n",48,54.0499999999998,0.022194333956179,"PSME","spring","n","spring_n"
"PSME_spring_n",49,54,0.195650969024499,"PSME","spring","n","spring_n"
"PSME_spring_n",50,53.9100000000002,0.109384548537349,"PSME","spring","n","spring_n"
"PSME_spring_n",51,53.88,0.328006228214832,"PSME","spring","n","spring_n"
"PSME_spring_n",52,53.78,0.136599226501552,"PSME","spring","n","spring_n"
"PSME_spring_n",53,53.73,0.0164609525816104,"PSME","spring","n","spring_n"
"PSME_spring_n",54,53.66,0.0985850964716732,"PSME","spring","n","spring_n"
"PSME_spring_n",55,53.61,0.0256676485294065,"PSME","spring","n","spring_n"
"PSME_spring_n",56,53.54,0.117504370977194,"PSME","spring","n","spring_n"
"PSME_spring_n",57,53.5,0.106897926058089,"PSME","spring","n","spring_n"
"PSME_spring_n",58,53.4300000000001,0.0625024246650128,"PSME","spring","n","spring_n"
"PSME_spring_n",59,53.38,0.00984674767320115,"PSME","spring","n","spring_n"
"PSME_spring_n",60,53.3300000000001,0.0703268486584392,"PSME","spring","n","spring_n"
"PSME_spring_n",61,53.2699999999999,0.0080153196930226,"PSME","spring","n","spring_n"
"PSME_spring_n",62,53.22,0.029731307114389,"PSME","spring","n","spring_n"
"PSME_spring_n",63,53.1600000000001,0.0707661966409034,"PSME","spring","n","spring_n"
"PSME_spring_n",64,53.1100000000025,0.0543857765393554,"PSME","spring","n","spring_n"
"PSME_spring_n",65,53.0599999999982,0.0481773400650241,"PSME","spring","n","spring_n"
"PSME_spring_n",66,53.01,0.0518456974606281,"PSME","spring","n","spring_n"
"PSME_spring_n",67,52.9899999999998,0.318151235397153,"PSME","spring","n","spring_n"
"PSME_spring_n",68,52.9299999999996,0.167880096667851,"PSME","spring","n","spring_n"
"PSME_spring_n",69,52.8699999999999,0.00847655531202207,"PSME","spring","n","spring_n"
"PSME_spring_n",70,52.77,0.670748537883583,"PSME","spring","n","spring_n"
"PSME_spring_n",71,52.7899999999998,0.175038623026701,"PSME","spring","n","spring_n"
"PSME_spring_n",72,52.7300000000001,0.0102483634676673,"PSME","spring","n","spring_n"
"PSME_spring_n",73,52.69,0.0524194791606618,"PSME","spring","n","spring_n"
"PSME_spring_n",74,52.64,0.0208669414039306,"PSME","spring","n","spring_n"
"PSME_spring_n",75,52.59,0.101859447599615,"PSME","spring","n","spring_n"
"PSME_spring_n",76,52.5799999999986,0.322773733092845,"PSME","spring","n","spring_n"
"PSME_spring_n",77,52.52,0.0986763893460179,"PSME","spring","n","spring_n"
"PSME_spring_n",78,52.4700000000025,0.00420856871622277,"PSME","spring","n","spring_n"
"PSME_spring_n",79,52.4199999999999,0.114053632451714,"PSME","spring","n","spring_n"
"PSME_spring_n",80,52.38,0.102259568184827,"PSME","spring","n","spring_n"
